exhibit_number,id,Production date,Find spot,Materials,Technique,Inscription,Subjects,Assoc name,Culture,Section,Place,description,production_year_min,production_year_max,is_date_range,date_parse_status,find_spot_city,find_spot_country,location_parse_status
26,3523,525BC-343BC,Found/Acquired: Egypt,glazed composition,glazed; incised,Inscription type: inscription Inscription position: front of legs Inscription script: hieroglyphic Inscription note: Incised.; Inscription type: inscription Inscription position: back-pillar Inscription script: hieroglyphic Inscription note: Incised.,,Named in inscription: Ptahshepses,Late Period,Ancient Egyptian,Egypt,"This Late Period Egyptian shabti, dating from 525 to 343 BCE, is crafted from blue glazed composition, showcasing the distinctive features of ancient funerary figurines. The artifact is adorned with a lappet-wig and a modelled face sporting a beard. Its hands, depicted in relief, are crossed over the chest, gripping an adze, a hoe, and the string of a seed-basket elegantly draped over the shoulder. The shabti's front leg section and back-pillar are inscribed with precise incised hieroglyphs, authenticating its dedication to Ptahshepses, born of Nubiyti. A plinth beneath the feet serves as a base, grounding the artifact physically and symbolically in its cultural and religious significance. This funerary figure was found in Egypt, providing valuable insights into the burial customs and artistic expressions during Egypt's Late Period.",-525.0,-343.0,True,success,Egypt,Egypt,success
27,7621,1185-1333 (?),Found/Acquired: Seto-shi,stoneware,incised; glazed,Inscription type: owner's mark Inscription position: interior Inscription quoted: NEKKO HORA Inscription note: recutagular sticker with red frame,,,Kamakura Period,Japanese,Japan,"This fragmentary artifact is a sherd from the neck of a bottle, dating back to the Kamakura Period (1185-1333) in Japan. Fashioned from green-glazed stoneware, the piece exhibits incised detailing, a technique reflecting the sophisticated ceramic practices of its era. It carries an owner's mark inscribed on a rectangular sticker with a red frame, reading ""NEKKO HORA,"" positioned on the interior. This artifact was found in Seto-shi, a locality renowned for its historical significance in Japanese ceramic production. The sherd offers a glimpse into the artistry and material culture of the Kamakura Period, encapsulating the traditional craftsmanship of the time.",1185.0,1333.0,True,success,Seto-shi,Japan,success
28,7695,600 (ca.),Found/Acquired: Akasaka-cho (near),stoneware,ash-glazed; pierced; incised,Inscription type: inscription Inscription language: English Inscription quoted: Mino near Kiyomizu 3 ri from Akasaka,,,Late Kofun,Japanese,Japan,"This Late Kofun period pedestal long-necked jar, dating to around 600 CE, is a striking example of Japanese stoneware craftsmanship. Constructed from high-fired stoneware, it features a natural ash glaze that imparts a durable, aesthetically pleasing surface. The jar's globular body is designed with a flattened shoulder, resting on a pedestal which flares towards the foot, and it possesses a neck that also expands towards the mouth. Artistic embellishments include incised grooves that accentuate the pedestal, body, and neck, with the pedestal itself exhibiting three long vertical perforations, adding to its visual intrigue. An English inscription references ""Mino near Kiyomizu 3 ri from Akasaka."" This artifact was discovered near Akasaka-cho, situating it geographically within Japan and providing insight into the region's ceramic traditions during this era.",600.0,600.0,False,success,Akasaka-cho,Japan,success
29,7717,250-600 (?),Found/Acquired: Yamato (historic - kuni),stone,carved,,horse/ass,,Kofun Period,Japanese,Japan,"This carved stone equine figure, originating from Japan's Kofun Period, dates back to approximately 250-600 CE. The sculpture, representing a horse or ass, is intricately carved, reflecting the skill and artistry associated with this era in Japanese history. The Kofun Period is marked by its distinctive burial mounds and funerary art, of which this figure is a fine example. Discovered in the historic region of Yamato, this artifact highlights the cultural and symbolic significance of equines in Japanese society during this time, often associated with status and spiritual beliefs.",250.0,600.0,True,success,Yamato,Japan,success
30,7843,250-600,Found/Acquired: Shibayama dolmen,bronze; gold,gilded,,,,Kofun Period,Japanese,Japan,"This fragment of a harness pendant dates from the Kofun Period, specifically between 250-600 CE, and was discovered at the Shibayama dolmen in Japan. Crafted from gilt bronze, this pendant originally embodied an elegant design featuring oval and lozenge shapes, of which only a section of the oval remains today. The use of gilding indicates the luxurious craftsmanship typical of the era, reflecting the sophistication and artistry present in Japanese metalwork during this time. The pendant's origin from a dolmen—a megalithic tomb structure—suggests its role in burial practices, potentially symbolizing status or serving as a ceremonial object. This artifact offers insights into the material culture and mortuary customs of the ancient Kofun society.",250.0,600.0,True,success,Shibayama dolmen,Japan,success
31,7857,600-650,Found/Acquired: Kinshozan,stoneware,ash-glazed,Inscription type: inscription Inscription language: English Inscription quoted: near Akasaka (Mino)  Kinshozan. 3/10/86,,,Late Kofun,Japanese,Japan,"This vessel, crafted for serving rice wine, dates back to the Late Kofun period between 600-650 CE. Originating from Japan, the vessel is fashioned from high-fired stoneware, coated with a natural ash glaze that imparts a distinctive finish. Its design features a small, globular body with a round base and a pronounced shoulder, culminating in a long neck that flares into a wide mouth. Incised grooves accentuate both the neck and body, enhancing its aesthetic appeal. A small central hole adds to its unique form. An inscription in English notes ""near Akasaka (Mino) Kinshozan. 3/10/86,"" providing locational and potentially historical context. This artifact was found or acquired at Kinshozan, linking it to the rich cultural tapestry of the region.",600.0,650.0,True,success,Kinshozan,Japan,success
32,7912,650-700,Found/Acquired: Yasui rock tomb,stoneware,tataki,,,,Late Kofun,Japanese,Japan,"This exquisite jar from the Late Kofun period, crafted between 650-700 CE, epitomizes the high-fired stoneware artistry of ancient Japan. Featuring a globular body with a rounded base and a short neck that elegantly flares towards the mouth, the jar is accented by circular handles affixed to each shoulder. The exterior showcases distinctive tataki matted paddle marks, a testament to the period's ceramic techniques, while the interior bears the hallmark round anvil marks. Shellfish fragments adhere to its surface, hinting at its historical and geographical journey. This artifact was discovered in the Yasui rock tomb in Japan, providing valuable insight into the burial practices and material culture of the era.",650.0,700.0,True,success,Yasui rock tomb,Japan,success
33,7946,500 (circa),Found/Acquired: Shibayama dolmen,copper; silver,silvered; incised,,,,Late Kofun,Japanese,Japan,"This Late Kofun period kodogu, dating approximately to the year 500 CE, is a meticulously crafted sword fitting notable for its use of silvered and incised copper. This artifact, representative of Japanese material culture, exemplifies the technical sophistication of the era with its intricate silvering and engraving techniques. Discovered at the Shibayama dolmen, it is a testament to the ceremonial and practical applications of sword fittings in the Kofun period, reflecting the culture’s emphasis on craftsmanship in its weaponry and associated paraphernalia.",500.0,500.0,False,success,Shibayama dolmen,Japan,success
34,7958,650-700,Found/Acquired: Akasaka-cho (near),stoneware,ash-glazed,"Inscription type: inscription Inscription language: English Inscription quoted: Akasaka, Mino dolmens on hills behind town",,,Late Kofun,Japanese,Japan,"This Late Kofun period tsubofuta, crafted between 650-700 CE, serves as the lid of a jar and exemplifies the refined ceramics of ancient Japan. Made from high-fired stoneware, it features a coiled knob placed centrally and is adorned with a natural ash glaze, a technique indicative of the time that enhances its aesthetic and functional qualities. The lid bears an English inscription referencing ""Akasaka, Mino dolmens on hills behind town,"" suggesting a cultural or geographical connection possibly related to its findspot. Discovered near Akasaka-cho, this piece reflects the enduring legacy of the Late Kofun culture in Japan, particularly in ceramic traditions.",650.0,700.0,True,success,Akasaka-cho,Japan,success
35,8058,650-700,Found/Acquired: Misaoyama Dolmen,stoneware,ash-glazed; pierced,"Inscription type: inscription Inscription position: label on foot Inscription language: English Inscription quoted: Misaoyama, Bizen from dolmens. From CSuicho. Inscription note: Handwritten.",,,Late Kofun,Japanese,Japan,"This Late Kofun pedestal vessel, dating from 650-700 CE, serves as a remarkable example of Japanese stoneware used for serving rice wine, known as daitsuki hasou. Crafted from high-fired stoneware, it features a natural ash glaze that highlights its aesthetic appeal. The vessel boasts a globular body, with a round perforation on one side designed for a bamboo spout, and has a distinctive long neck that broadens into a wide mouth accented by a ridge below the rim. It is supported by a short pedestal that expands towards the foot. A handwritten English inscription is found on a label on the foot, which reads ""Misaoyama, Bizen from dolmens. From CSuicho,"" indicating its provenance. This artifact was found at the Misaoyama Dolmen in Japan, offering insights into the funerary practices and material culture of the Late Kofun period.",650.0,700.0,True,success,Misaoyama Dolmen,Japan,success
36,8062,550-600,Found/Acquired: Hattorigawa,stoneware,ash-glazed; tataki,"Inscription type: inscription Inscription language: English Inscription quoted: 1886/2/13 Hattorigawa (Kawachi), Febr. 13/86",,,Late Kofun,Japanese,Japan,"This Late Kofun period pedestal jar, known as a daitsuki yuugai tsubo, was crafted between 550-600 CE in Japan. Made of high-fired stoneware, this jar exhibits a natural ash glaze, giving it a distinctive finish. Its globular body features a neck that widens towards the mouth with an inclined rim designed to secure a lid, while the pedestal base expands towards a fragmented foot. The exterior displays tataki matted paddle marks, with corresponding anvil marks visible on the inside. An English inscription notes ""1886/2/13 Hattorigawa (Kawachi), Febr. 13/86,"" marking its findspot at Hattorigawa. This piece exemplifies the utilitarian and artistic craftsmanship characteristic of the Late Kofun period.",550.0,600.0,True,success,Hattorigawa,Japan,success
37,8097,450-500 (circa),Found/Acquired: Shibayama dolmen,bronze; gold,gilded,,,,Middle Kofun,Japanese,Japan,"This quiver fitting, originating from the Middle Kofun period in Japan and dated circa 450-500 CE, exemplifies the sophisticated craftsmanship of the era through its use of gilt bronze. The fitting, a component of a quiver, was skillfully gilded, showcasing the amalgamation of bronze and gold, which underscores the aesthetic and functional priorities of this historical period. It was discovered at the Shibayama dolmen, a significant archaeological findspot that offers insights into the burial practices and martial culture of ancient Japan. This artifact reflects the intricate metallurgical techniques and the cultural significance tied to the martial elite of the Kofun period.",450.0,500.0,True,success,Shibayama dolmen,Japan,success
38,8458,480BC-460BC,Excavated/Findspot: Vulci,pottery,painted,,classical deity; classical mythology; mythical figure/creature,Representation of: Theseus;  Representation of: Aithra;  Representation of: Pittheus;  Representation of: Nike/Victoria/Victory;  Representation of: Aegeus,Attic,Greek,Greece,"This Attic red-figured amphora, dating from 480-460 BC, vividly depicts scenes from classical mythology, crafted with fine technique and traces of archaism. The obverse side illustrates ""The Recognition of Theseus,"" where the youthful hero, presented beardless and adorned with a short undertied chiton, is grasped by Aegeus, an elderly man with white hair and a beard, who extends a rolled band. Aithra stands between them, elegantly dressed and touching Theseus' chin, while behind him is Pittheus, holding a trident, his figure expertly rendered but partially obscured by the design's border. The reverse side showcases a face-off between a similarly attired youth and Nike, who offers a phiale with grace and precision. The amphora exhibits refined details such as purple fillets and brown hair delineations, with the design encased within panels featuring key, lotus, and net patterns, enriched by a band of black rays around its body. Discovered in Vulci, this pottery piece not only embodies the rich artistic traditions of ancient Greece but also resonates with the enduring narratives of figures like Theseus, Aithra, Pittheus, Nike, and Aegeus.",-480.0,-460.0,True,success,Vulci,Italy,success
39,8127,450-500 (circa),Found/Acquired: Shibayama dolmen,bronze; gold,gilded,,,,Middle Kofun,Japanese,Japan,"This quiver fitting, dating approximately from 450-500 CE, originates from the Middle Kofun period in Japan. The artifact is crafted from bronze and features a gilded surface, showcasing the sophisticated metalworking techniques of the era. Its discovery in the Shibayama dolmen highlights its cultural significance, as quiver fittings were often associated with the burial practices and status of individuals during the Kofun period. This piece serves as a testament to the artistry and ceremonial customs of ancient Japanese society.",450.0,500.0,True,success,Shibayama dolmen,Japan,success
40,8462,510BC-500BC (circa),Excavated/Findspot: Vulci (said to be from),pottery,painted; incised,"Inscription type: merchant's mark Inscription position: under foot Inscription script: Greek Inscription note: lambda-eta ligature, twice, deltoid mark and 'tick'",classical deity; classical mythology,Representation of: Herakles/Hercules;  Representation of: Antaios;  Representation of: Athena/Minerva;  Representation of: Hermes/Mercury,Attic; Archaic Greek,Greek,Greece,"This Attic black-figured amphora, dating from circa 510-500 BCE, exemplifies the artistry of Archaic Greek pottery. The amphora, crafted from pottery and skillfully painted and incised, vividly portrays a mythological narrative. Side (a) depicts Heracles wrestling Antaios, a dynamic scene where Heracles, nude and bearded, grapples with Antaios, who is also nude and bearded, his hand touching the earth. Above Heracles, a lion's skin, bow, quiver, and sword are suspended, signifying his legendary strength. Athena, adorned in a long embroidered chiton and aegis, stands to the left holding a spear and helmet, symbolizing divine intervention. Hermes appears on the right, bearded and dressed in a chiton and chlamys, pointing with his caduceus. An imitation inscription is inscribed above this scene. Side (b) illustrates the departure of a warrior in a quadriga, front-facing with a charioteer, a warrior, and accompanying animal motifs—a dog leaping and a bird descending. A merchant's mark under the foot features a lambda-eta ligature and deltoid mark, indicating its commercial use. Excavated from Vulci, this artifact encapsulates the intersection of myth and daily life in Greek culture, depicting figures such as Heracles, Antaios, Athena, and Hermes in classical mythology.",-510.0,-500.0,True,success,Vulci,Italy,success
41,8148,700-750,Found/Acquired: Akasaka-cho (near),stoneware,ash-glazed,"Inscription type: inscription Inscription language: English Inscription quoted: Akasaka, dolmen near",,,Late Kofun,Japanese,Japan,"This Late Kofun period sagebe, a hanging jar dating from 700-750 CE, exemplifies the high-fired stoneware craftsmanship of Japan. The jar features a circular body with one side flattened and the other spherical, lending a distinctive and intriguing form. It is adorned with a natural ash glaze, indicative of traditional Japanese glazing techniques. The short neck flares into a wide mouth, and the addition of round knobs on the shoulder serves as stylized jug handles. An inscription in English mentions ""Akasaka, dolmen near,"" providing context to its provenance or possible site of acquisition. Discovered near Akasaka-cho, this artifact offers a glimpse into the utilitarian and artistic expressions of Late Kofun Japan, reflecting the era's sophisticated ceramic traditions.",700.0,750.0,True,success,Akasaka-cho,Japan,success
42,8491,470BC-400BC,Excavated/Findspot: Marion-Arsinoe (historic),pottery,painted; wheel-made; incised,,satyr; mammal,,Attic,Greek,Greece,"This Attic red-figure askos, dating from 470-400 BCE, exemplifies the intricate pottery techniques of ancient Greece. Wheel-made from fine buff clay, the askos features a flat body with splaying sides and a convex top, a prominent spout with an everted rim, and a basket handle. The surface, adorned in the red-figure technique on the shoulder, bears a patina of historical wear with certain portions of the black gloss now worn. On one side, a charming depiction of a beardless satyr on all fours with a bald crown is crafted facing the spout, while the opposite side showcases a bull with schematic detail and pronounced hooves, both figures directed toward the spout. Notably, the underside is marked with a single incised Cypriot syllabic character, offering a glimpse into cross-cultural influences. The artifact was unearthed at Marion-Arsinoe, underscoring its historical provenance within the realm of Greek antiquity.",-470.0,-400.0,True,success,Marion-Arsinoe,Cyprus,success
43,8152,490-510,Excavated/Findspot: Toyonaka-shi (Taikozuka dolmens at Sakuraidani),stoneware,tataki,,,,Late Kofun,Japanese,Japan,"This artifact is a Late Kofun period sarcophagus dating from 490-510 CE, meticulously crafted from reddish stoneware. The sarcophagus exhibits a plain rectangular form with a distinctive roof-shaped cover, featuring two circular holes at the ends, each fitted with stoppers. It is supported by eighteen cylindrical feet, with six small holes pierced on each side, suggesting functional or symbolic significance. The interior displays tataki markings, a technique notable in Japanese pottery of the time. Unearthed from the Taikozuka dolmens at Sakuraidani in Toyonaka-shi, Japan, this sarcophagus provides valuable insights into the funerary practices and material culture of the Late Kofun period, reflecting the era's craftsmanship and ritualistic customs.",490.0,510.0,True,success,Toyonaka-shi,Japan,success
44,8507,550BC-525BC (circa),Excavated/Findspot: Sanctuary of Apollo (Naukratis),pottery,painted; incised,,mammal; siren,,Attic; Archaic Greek,Greek,Greece,"This artifact is a body sherd from an Attic black-figured pottery band-cup, dating approximately to 550-525 BCE, during the Archaic period of Greek history. Expertly crafted through painting and incision techniques, the sherd is composed of pottery material. The interior is glazed black, while the exterior showcases a striking black-figure decorative frieze. The imagery features a siren with outspread wings in a rightward stance, confronting a deer. Notably, one wing and the lower body of the siren are missing, but traces of added red remain on the wing and body. The deer’s representation is preserved with its head, neck highlighted with red, and one foreleg still visible. This piece was excavated from the Sanctuary of Apollo at Naukratis, a site of significant religious and cultural activity in ancient Greece, offering a glimpse into the artistic and symbolic motifs of the Attic civilization.",-550.0,-525.0,True,success,Sanctuary of Apollo,Greece,success
45,8662,570BC-560BC (circa),Excavated/Findspot: Sanctuary of Aphrodite (Naukratis) (according to Ashmolean Museum register),pottery,slipped; painted,,sphinx,,East Greek; Archaic Greek,Greek,Greece,"This East Greek, Archaic Greek chalice fragment, dating approximately from 570-560 BCE, showcases the Chian Simple Animal Style, indicative of the period's artistic conventions. Composed of pottery with a cream slip, the rim and body sherds have been mended from two distinct fragments. The interior of the chalice features a reserved band at the rim with a glazed streaky black area below, adorned with a lotus flower outlined in added white and a red center, complemented by two white bands. The exterior displays a narrow black band atop the rim, a decorative pattern of short diagonal strokes between pairs of dilute bands, and a painted sphinx, with remnants of a red-haired head and curlicue directed to the left. This artifact was excavated at the Sanctuary of Aphrodite in Naukratis, a site recorded by the Ashmolean Museum register, offering invaluable insights into the cultural and religious contexts of Archaic Greece.",-570.0,-560.0,True,success,Sanctuary of Aphrodite,Cyprus,success
46,8193,500 (circa),Found/Acquired: Shibayama dolmen,copper; silver,silvered; incised,,,,Late Kofun,Japanese,Japan,"This Kodogu, originating from the Late Kofun period around the 6th century CE, is a sword binding crafted from copper and elegantly enhanced with silvering and intricate incisions. Reflective of the period's metallurgical and artistic skills, this artifact exemplifies the craftsmanship involved in adorning functional objects with aesthetic considerations during this era. It was uncovered at the Shibayama dolmen in Japan, a locale known for its historical burial sites associated with the Kofun culture, further emphasizing its archaeological significance within the context of ancient Japanese martial accouterments.",500.0,500.0,False,success,Shibayama dolmen,Japan,success
47,8771,570BC-560BC (circa),Excavated/Findspot: Naukratis,pottery,slipped; painted,,sphinx (possibly),,East Greek; Archaic Greek,Greek,Greece,"This rim sherd is a fragment of a Chian Simple Animal Style pottery chalice, originating from the East Greek, Archaic Greek culture, and is dated circa 570-560 BCE. Crafted from pottery, the sherd features a white slip with intricate decorations on both its interior and exterior. The interior is adorned with a reserved band at the rim and a glazed section below, fired to a red hue. The exterior is marked by a band of dots between dilute lines at the rim, with a painted decoration beneath, potentially depicting a sphinx, as suggested by the remaining strands of hair to the left. Slipped and painted techniques were employed in its creation, showcasing the artistic motifs prevalent during the period. This artifact was unearthed at Naukratis, contributing valuable knowledge to the understanding of cross-cultural interactions in ancient Greece.",-570.0,-560.0,True,success,Naukratis,Egypt,success
48,8213,650-700,Found/Acquired: Akasaka-cho (Tsukimi-yama),stoneware,ash-glazed,Inscription type: inscription Inscription position: paper slip attached to pedestal Inscription language: Japanese Inscription quoted: 発掘人赤坂村堤庄八　同村　　　同村松尾淺吉売買人赤坂村清水甚吉」　不破郡赤坂村　々有他　家月見山第四墳台付皿壱固　再度買取人　久瀬村　長岡善蔵　高三寸」; Inscription type: inscription Inscription quoted: Akasaka Mino Tsukimi-yama,,,Late Kofun,Japanese,Japan,"This Late Kofun period pedestal bowl, dating from 650-700 CE, exemplifies the artistry of high-fired stoneware with a natural ash glaze. Known as a takatsuki, the artifact features a shallow bowl with sides that expand gracefully towards the rim, resting atop a slender pedestal that broadens into a foot with a slightly raised edge. Accompanying the bowl is a paper slip inscribed in Japanese, linking it to individuals and locations associated with its excavation and provenance, including references to ""赤坂村"" (Akasaka village) and ""月見山"" (Tsukimi-yama). This piece was found in Akasaka-cho (Tsukimi-yama), offering valuable insights into the cultural and ceremonial practices of the Late Kofun period in Japan.",650.0,700.0,True,success,Akasaka-cho,Japan,success
49,8809,420BC (circa),Excavated/Findspot: Fikellura grave 179,pottery,painted,,satyr,,Attic,Greek,Greece,"This Attic red-figured chous, dating to approximately 420 BCE, is a masterful representation of Greek pottery, crafted from painted ceramic. The scene depicts two youthful but bearded satyrs engaging in playful antics. Central to the imagery are two jugs on the ground; a bearded satyr on the right holds a purple wreath aloft, while another approaches from the left, crouched with one hand resting on his knee and the other outreaching towards the jugs. The satyrs, bald on the crown and adorned with white ivy wreaths, are depicted with beardless yet youthful visages. This piece exemplifies a graceful miniature style, with eyes rendered in profile and the panel encapsulated by egg moulding above and below, and bordered on each side by herringbone patterns. This exquisite artifact was uncovered at Fikellura grave 179, offering valuable insights into the artistic and cultural conventions of ancient Greece.",-420.0,-420.0,False,success,Fikellura grave 179,Greece,success
50,8222,750-800,Found/Acquired: Hattorigawa,stoneware,incised,"Inscription type: inscription Inscription quoted: Hattorigawa Kawachi, 13/2/86",,,Late Kofun,Japanese,Japan,"This late Kofun period stoneware artifact, produced between 750-800 CE, is a lid of a Takatsuki, or pedestal bowl, showcasing the refined craftsmanship of ancient Japan. Fashioned from dark grey high-fired stoneware, the lid features a prominent knob and intricate decorative incisions, including two concentric grooves encircling it, with a band of oblique strokes artfully nestled between them. An inscription, reading ""Hattorigawa Kawachi, 13/2/86,"" is present, potentially indicating the site of discovery or other contextual details. Unearthed at Hattorigawa in Japan, this relic provides valuable insight into the artisanal techniques and cultural expressions of the Late Kofun period, enriching our understanding of Japan's historical and artistic heritage.",750.0,800.0,True,success,Hattorigawa,Japan,success
51,8230,600-630,Found/Acquired: Ryoseki (Sasawara dolmen),stoneware,ash-glazed; pierced,Inscription type: inscription Inscription language: English Inscription quoted: Riyosekimura (Tosa) from Dr.Naumann,,,Late Kofun,Japanese,Japan,"This artifact is a Takatsuki, a pedestal bowl segment from the Late Kofun period, dated 600-630 CE and originating from Japan. The piece, made of high-fired stoneware, features the foot section of the pedestal bowl with a fragment of the bowl's base still attached. It is distinguished by a natural ash glaze, a technique that involves allowing the ash from wood-fired kilns to settle and create a glassy surface. The pedestal itself expands towards the foot, with a vertically arranged pair of perforations on each side, indicative of the period's pottery design aesthetics. An inscription in English credits Dr. Naumann and mentions ""Riyosekimura (Tosa),"" possibly providing a clue to the item's historical study or discovery. This remarkable piece was found at the Ryoseki dolmen in Sasawara, offering valuable insights into the practices and artistry of Kofun-era ceramicists.",600.0,630.0,True,success,Ryoseki,Japan,success
52,8246,794-795,Found/Acquired: Nijo-jo,stoneware,glazed,,,,Heian Period,Japanese,Japan,"This collection of five roof-tile fragments, crafted in green glazed stoneware, hails from the illustrious Daigokuden and dates back to 794-795 CE, during Japan's Heian Period. As architectural remnants, these tiles provide a tangible link to the opulent structures of their time, reflecting the sophisticated tile production techniques employed for imperial buildings. Glazed to a rich green hue, these fragments contribute valuable insights into the aesthetic and functional considerations of early Japanese architecture. Unearthed at Nijo-jo, they offer a glimpse into the material culture and architectural advancements of Japan's capital cities in the late 8th century.",794.0,795.0,True,success,Nijo-jo,Japan,success
53,8273,650-700,Found/Acquired: Akasaka-cho,stoneware,ash-glazed,"Inscription type: inscription Inscription language: English Inscription quoted: Akasaka, dolmens. Hills behind town. Prov. Mino",,,Late Kofun,Japanese,Japan,"This Late Kofun period tsuki, dating from 650-700 CE, is a shallow dish crafted from high-fired stoneware and characterized by a natural ash glaze. It features a flat base and steep sides, reflecting the ceramic techniques and aesthetic preferences of the era in Japan. An inscription, rendered in English, refers to ""Akasaka, dolmens. Hills behind town. Prov. Mino,"" providing context and hinting at the geographical significance and possible location of discovery. This intriguing artifact was found in Akasaka-cho, Japan, offering insights into the material culture and everyday objects of the Late Kofun period.",650.0,700.0,True,success,Akasaka-cho,Japan,success
54,8280,250-600,Found/Acquired: Omi-Hachiman,stoneware; lacquer,lacquered,,,,Kofun Period,Japanese,Japan,"This exquisite tsuki, or dish, hailing from the Kofun Period of Japan, was crafted between 250-600 CE. Fashioned from high-fired stoneware, the dish presents as a shallow bowl with sides gracefully expanding towards the upper rim, embodying the elegant simplicity of early Japanese ceramics. Noteworthy is its repair using the traditional kintsugi technique, where gold lacquer is used to mend the dish, celebrating rather than concealing its imperfections. This method not only restores utility but also enhances its aesthetic, illustrating the Japanese philosophy of finding beauty in imperfection. The dish was discovered in Omi-Hachiman, offering a glimpse into the material culture and artistic practices that flourished during this period in Japan.",250.0,600.0,True,success,Omi-Hachiman,Japan,success
55,8289,250-600,Found/Acquired: Misaoyama Dolmen (13 Oct 1885),stoneware,tataki,Inscription type: inscription Inscription position: label Inscription language: English Inscription quoted: Misaoyama Okayama near cist. 13/10/85 Inscription note: Handwritten.,,,Kofun Period,Japanese,Japan,"This vessel shard from the Kofun Period, dating between 250-600 CE, is a remarkable artifact of early Japanese stoneware craftsmanship. It is a rectangular piece displaying characteristic tataki paddle marks on its surface, a traditional technique that provided both aesthetic and functional value to ceramic wares of the time. The sherd carries a handwritten English inscription on a label, reading ""Misaoyama Okayama near cist. 13/10/85,"" providing crucial contextual information about its findspot. This piece was discovered at the Misaoyama Dolmen on October 13, 1885, offering important insights into the burial practices and material culture of ancient Japan.",250.0,600.0,True,success,Misaoyama Dolmen,Japan,success
56,8293,250-600,Found/Acquired: Domyoji,stoneware,ash-glazed,Inscription type: inscription Inscription position: label Inscription language: English Inscription quoted: Domioji yama near No. 11 Kokubu 3/4/87 Inscription note: Handwritten.,,,Kofun Period,Japanese,Japan,"This collection comprises six sherds of high-fired stoneware vessels, originating from the Kofun Period, produced between 250-600 CE in Japan. Some of these fragments exhibit a distinctive ash glaze, indicative of the advanced ceramic techniques of the era. An inscription, written in English and positioned on a label, details the provenance with the note ""Domioji yama near No. 11 Kokubu 3/4/87,"" suggesting a modern documentation for cataloging purposes. These sherds were discovered at Domyoji, offering a glimpse into the utilitarian and artistic practices of ancient Japanese culture during this formative historical period.",250.0,600.0,True,success,Domyoji,Japan,success
57,8833,575BC-550BC (circa),Excavated/Findspot: Naukratis,pottery,painted; incised,,siren (possibly); bird (possibly),,Attic; Archaic Greek,Greek,Greece,"This artifact is a handle plate from an Attic black-figured pottery column-krater, dating circa 575-550 BC, representative of the Archaic Greek period. The plate, made from pottery, exhibits a glazed streaky black underside and features a stepped zigzag pattern along its outer edges. The top of the handle plate showcases a black-figure decoration depicting a bird or possibly a siren facing left, though the head is missing, adorned with added red detailing on the chest, wing, and tail. The application of painting and incision techniques reflects the distinctive artistic practices of the time. This piece was excavated in Naukratis, an important cultural and trading center of ancient Greece, offering insights into the interplay of Greek art and commerce.",-575.0,-550.0,True,success,Naukratis,Egypt,success
58,8308,250-600,Found/Acquired: Kamatari Ko (?),stoneware,ash-glazed,Inscription type: mark Inscription position: on some of the sherds Inscription language: English Inscription quoted: Kamatari ko Inscription note: Handwritten. Red.,,,Late Kofun,Japanese,Japan,"This collection comprises nine sherds of Late Kofun period vessels, crafted from high-fired stoneware and dating from 250-600 CE. Originating from Japan, some of these ceramic fragments feature an ash glaze, a technique indicative of the era's pottery craftsmanship. Handwritten inscriptions in English, reading ""Kamatari ko,"" appear on some of the sherds, marked in red. The sherds were found or acquired at a location presumably identified as Kamatari Ko. These artifacts offer valuable insights into the material culture and technological practices of the Late Kofun period within Japanese history.",250.0,600.0,True,success,Kamatari Ko,Japan,success
59,8907,525BC-475BC,Excavated/Findspot: Naukratis,pottery,painted,"Inscription type: inscription Inscription position: lip Inscription language: Greek Inscription quoted: ]ος:[ Inscription note: Post-firing graffito. Punctuation not fully preserved, presumably three-dot.",classical deity,Named in inscription: Apollo (?),Attic; Archaic Greek,Greek,Greece,"This artifact is a concave lip and wall sherd from an Attic black-glazed pottery cup, classified as type C, dating from 525-475 BC, during the Archaic Greek period. The piece features a sharply offset lip both internally and externally, which is thickened at the rim and entirely covered in a glossy black glaze. An inscription, rendered in Greek as a post-firing graffito, is located on the lip, although it is partially preserved and believed to contain a three-dot punctuation. The inscription tentatively names the classical deity Apollo, suggesting the vessel's potential religious or cultural significance. This pottery fragment was excavated at Naukratis, providing valuable insight into the exchange and influence of Greek culture across regions.",-525.0,-475.0,True,success,Naukratis,Egypt,success
