id,Production date,Find spot,Materials,Technique,Inscription,Subjects,Assoc name,Culture,Section,Place,description
6233,2400BC-2200BC,Excavated/Findspot: South East Palace (Nimrud),limestone; marble,carved,,mammal; mythical figure/creature,,Early Dynastic III; Akkadian,Mesopotamian,iraq,"This carved cylinder seal, dating from the Early Dynastic III to the Akkadian period (2400-2200 BCE), is a striking artifact of Mesopotamian culture. Fashioned from blue-grey limestone or marble, the seal features an intricate depiction of a crossed lion and bull-man, alongside a stag and lion, highlighting the rich iconography of mythical creatures and mammalian symbols prevalent in ancient Mesopotamian art. The absence of inscriptions does not detract from the artifact's detailed craftsmanship, illustrating both its artistic and utilitarian purposes in ancient societal rituals or administrative activities. Excavated from the South East Palace in Nimrud, Iraq, this piece provides a window into the sophisticated culture and mythological tapestry of the time, serving as a testament to the skill and symbolism of ancient craftsmen in the cradle of civilisation."
6687,2150BC-2000BC,Found/Acquired: Iraq,diorite,carved; polished,,,,Third Dynasty of Ur,Mesopotamian,iraq,"This imposing artifact is a torso carved from black diorite, dating from 2150 to 2000 BC and attributed to the Third Dynasty of Ur. The polished surfaces highlight the craftsmanship, with the figure's hands clasped over its chest, clad in an embroidered tunic featuring a decorated hem visible both on the front and reverse. Though the head and lower body are missing, and the left shoulder bears damage, the statue's meticulous detailing offers insight into the artistic expression of the Mesopotamian era. This votive statue, discovered in Iraq, reflects the religious and cultural significance of material offerings during this period in ancient Mesopotamian society."
7016,800BC-600BC,Excavated/Findspot: Nimrud,limestone,engraved,Inscription type: inscription Inscription position: beneath lion Inscription language: Assyrian Inscription script: cuneiform Inscription translation: .......one eighth....... Inscription note: Shows that the weight belongs in the 'heavy' mina series.,bird; mammal,,Neo-Assyrian,Mesopotamian,iraq,"This Neo-Assyrian limestone measuring-weight, dating from 800 to 600 BC, is skillfully crafted in the shape of a duck. An exquisite engraving of a lion adorns the flank of the duck, signifying the weight as royal property, a typical practice in the period to denote ownership by the ruling class. Beneath the lion, a cuneiform inscription in Assyrian script indicates its classification in the ""heavy"" mina series, with a translation suggesting a reference to ""one eighth,"" which may pertain to its weight measurement. This artifact, a testament to the advanced metrological practices of the Neo-Assyrian Empire, was excavated at Nimrud in present-day Iraq, providing valuable insights into the era's economic and administrative systems."
6408,875BC-850BC,Excavated/Findspot: Temple of Ishtar Sharrat Niphi,marble; bitumen,inlaid; pierced,,griffin,,Neo-Assyrian,Mesopotamian,iraq,"This Neo-Assyrian artifact, dated to 875-850 BCE, is a marble furniture finial or chariot fitting intricately carved in the shape of a griffin's head. The piece exhibits a large, prominent beak, a crest atop its head, and ears, highlighting the artistry of the period. Made from a smooth white stone, the griffin's eye sockets retain extensive remains of bitumen, a detail that suggests inlay work used for added depth and realism. The base of the finial features a circular dowel hole, measuring 1.8 cm in diameter and 3.5 cm deep, while two additional holes in the neck indicate where the piece would have been secured with nails to a likely wooden shaft. Excavated from the Temple of Ishtar at Sharrat Niphi in Iraq, this artifact offers insight into the ceremonial or practical uses of chariot fittings in Neo-Assyrian culture and their symbolic significance within this ancient civilization."
6908,700BC-692BC,Excavated/Findspot: South West Palace (Nineveh),gypsum,carved,,horse/ass; groom,,Neo-Assyrian,Mesopotamian,iraq,"This Neo-Assyrian gypsum wall panel relief, crafted between 700 and 692 BCE, exquisitely depicts horses and grooms departing from the palace of the renowned Assyrian king Sennacherib. As one of three joining sections, it illustrates the sophisticated carving techniques employed by artisans of the time. The panel, carved in gypsum, offers a glimpse into the grandeur of Sennacherib's reign and the significance of equestrian imagery in Assyrian culture. Excavated from the South West Palace in Nineveh, now modern-day Iraq, this relief is a testament to the rich artistic heritage of ancient Mesopotamia."
6039,800BC-550BC,"Found/Acquired: Iraq, South",stone,engraved,Inscription type: inscription Inscription note: Incomplete spell listing the names of Lamashtu.,devil/demon,Representation of: Lamashtu,Neo-Assyrian; Late Babylonian,Mesopotamian,iraq,"This Neo-Assyrian or Late Babylonian stone amulet, produced between 800-550 BCE, is a mottled green artifact designed for spiritual or protective purposes. It is notably inscribed with an incomplete spell listing the names of Lamashtu, the fearsome Mesopotamian demoness associated with ill health and misfortune. The amulet is equipped with a suspension lug, indicating it was likely worn or carried as a talisman. The reverse side is intricately engraved with a figure of Lamashtu, underscoring its role as a protective object against evil forces. Engraved with care, this artifact testifies to the rich tradition of warding off demonic influences in ancient Mesopotamian culture. It was found in southern Iraq, contributing vital insights into regional practices of demonology and personal protection during the period."
6398,882BC (circa),Excavated/Findspot: Shamash Temple,limestone,carved; incised; inlaid (originally),Inscription type: inscription Inscription language: Akkadian Inscription script: cuneiform Inscription note: States that it was presented by Sennacherib to his son Esarhaddon.,mammal,Named in inscription: Sennacherib;  Named in inscription: Esarhaddon,Neo-Assyrian,Mesopotamian,iraq,"This Neo-Assyrian limestone artifact, circa 882 BCE, is a meticulously carved lion's head originally crafted with inlaid features, though the recessed eye-sockets, wrinkled nose, and whiskers retain no traces of their former embellishments. The piece bears a cuneiform inscription in Akkadian, which reveals its significance as a gift from King Sennacherib to his son, Esarhaddon. This symbolic gesture likely held deep political or cultural significance, reflecting the era's intricate dynastic relationships within the Assyrian Empire. Unearthed from the Shamash Temple in present-day Iraq, this sculpture offers a glimpse into the artistic and ceremonial practices of the time, capturing the enduring legacy of Neo-Assyrian artistic craftsmanship and royal patronage."
6549,2000BC-1000BC,Excavated/Findspot: Diqdiqqah (Ur),steatite,pierced; engraved,,arachnid; bird; sun/moon,,Isin-Larsa; Old Babylonian; Kassite,Mesopotamian,iraq,"This artifact is a flat, rectangular stamp-seal crafted from black steatite, dating from approximately 2000 to 1000 BCE, during the Isin-Larsa, Old Babylonian, and Kassite periods. Integral to Mesopotamian culture, the seal features a distinctive lug or boss handle on the back, permitting suspension, with a hole cleverly pierced through the handle. The base is intricately engraved with a design that includes a crescent, a bird in a rampant position, a scorpion, and a long-necked bird, embodying prevalent themes such as arachnids, birds, and celestial symbols like the sun and moon. Although the surface shows signs of abrasion, these engravings reflect the artistic expression and symbolism of ancient Mesopotamian society. This seal was excavated at Diqdiqqah, near Ur in present-day Iraq, offering glimpses into the utilitarian and ceremonial functions of such objects within the cultural tapestry of the region."
6638,2250BC (about),Excavated/Findspot: Abu Shahrain (Eridu),calcite,carved,,women/feminism; jewellery,,Akkadian,Mesopotamian,iraq,"This Akkadian calcite stela, dating from around 2250 BCE, depicts a female figure intricately carved in low relief. The figure is adorned with a multiple string necklace or choker, featuring a vertical division towards the back that may indicate a single plait of hair crossing it or more likely, the clasp. Below the choker hangs another looser neck ornament, the end of which rests on the right breast, while damage around the left breast suggests it was originally covered, potentially by the figure's hand. Notably, the lower lip is characterized by natural pink veining in the calcite rather than painted pigment. This fragmentary stela, unearthed at Abu Shahrain (ancient Eridu) in Iraq, provides valuable insights into the representation of women and jewelry in the Akkadian culture, underscoring themes of femininity and adornment."
6599,2500BC,Excavated/Findspot: Abu Habba (Sippar),limestone,carved,"Inscription type: inscription Inscription script: cuneiform Inscription note: States that the statue was dedicated to the sun god Shamash, on behalf of Ikun-Shamash, king of Mari, by Arra'il, one of his officials.",,Named in inscription: Shamash;  Named in inscription: Iku-Shamash;  Named in inscription: Arra'Il,Early Dynastic III,Mesopotamian,iraq,"This Early Dynastic III limestone statue, carved circa 2500 BC, represents a beardless seated man, though its head is now missing. Crafted using intricate carving techniques, the statue bears a cuneiform inscription that reveals its devotional nature. It was dedicated to the sun god Shamash by Arra'il, an official acting on behalf of Ikun-Shamash, the king of Mari. Such inscriptions provide valuable insights into the religious practices and hierarchical society of ancient Mesopotamia. The statue was excavated in Abu Habba, ancient Sippar, in modern-day Iraq, a site rich with historical significance as a center of worship and scholarship in Mesopotamian culture."
6496,6000BC-5000BC,Excavated/Findspot: Arpachiyah,steatite; serpentine,incised,,,,Halaf,Mesopotamian,iraq,"This artifact is a Halaf culture stamp-seal dating from 6000 to 5000 BC, uncovered at the archaeological site of Arpachiyah in present-day Iraq. Crafted from green steatite or serpentine, this conical or circular seal features incised geometric cross-hatched designs on its flat face, though it is partially broken. Such seals have significant historical importance, often serving administrative purposes or indicating ownership, reflecting the societal complexity and artistry of the Halaf period in Mesopotamia. The piece provides valuable insight into early computational methods and emblematic practices in ancient Mesopotamian civilization."
6628,810BC-783BC,Excavated/Findspot: Nineveh (historic - Iraq),stone,incised,Inscription type: inscription Inscription language: Akkadian Inscription script: cuneiform Inscription note: On both sides,reptile,Associated with: Adad-nirari III;  Associated with: Nergal-eresh,Neo-Assyrian,Mesopotamian,iraq,"This fragment of an inscribed stone stela, originating from the Neo-Assyrian period between 810-783 BCE, was unearthed in Nineveh, Iraq. It features a horizontal incised cuneiform inscription in Akkadian on both sides, documenting a royal grant by King Adad-nirari III, designating Nergal-eresh as governor of the province of Hindanu. The stela is adorned with an incised snake design along its edge, a distinctive feature amidst its heavily burnt surfaces, suggesting the effects of fire in antiquity. Crafted from stone using incised techniques, the artifact not only embodies significant historical governance practices but also reflects the symbolic importance of reptiles within Assyrian iconography. This piece provides a rare glimpse into the administrative practices of the ancient Mesopotamian empire."
7003,874BC (or slightly later),Excavated/Findspot: North West Palace,gypsum,incised,"Inscription type: inscription Inscription position: top of panel Inscription script: cuneiform Inscription note: Reverse of relief carved with so called 'standard inscription' summarising the achievements of the king, which was written across virtually every panel of the North West palace in Nimrud.
Another version of this text was written on the reverse side of the panels, invisible against the mud-brick wall.",king/queen; flower; arms/armour; attendant; charioteer/chariot; horse/ass; cattle; wild cat/big cat; mesopotamian myth/legend,,Neo-Assyrian,Mesopotamian,iraq,"This Neo-Assyrian gypsum wall panel relief, dating from 874 BCE or slightly later, vividly depicts King Ashurnasirpal II on a campaign. The king is shown in a royal chariot, traversing a hilly landscape with attendants, as indicated by the schematic representation of a river and the textured ground. Ashurnasirpal II is distinguished by his conical crown and impressive beard; he brandishes two upright arrows and a lowered bow, symbolizing victory. His regalia includes a sword with a lion-decorated sheath, two rosette-adorned wristlets, and a chariot equipped with decorated quivers and a spiked shield featuring a lion's head boss. An attendant shields the king with a sunshade, while a charioteer skillfully manages the horses, highlighted by a four-rein setup, typical of Assyrian royal chariots of the era. Though only three horses are shown, such chariots likely employed a team of four, led by an armed groom who mirrors the king's wristlet ornamentation. This panel, originally part of a corner section in the North West Palace, was divided for transport in the 19th century, and features the 'standard inscription' in cuneiform at its top, echoing the king's accomplishments across the palace's panels in Nimrud. It was excavated from the North West Palace in Iraq, attesting to the rich cultural heritage of the Mesopotamian region."
6633,900BC-800BC,Excavated/Findspot: Marduk Temple (Babylon),diorite,carved,"Inscription type: inscription Inscription script: cuneiform Inscription transliteration: (1) ṣal-mu (m. ilu)Adad-eṭir (amêlu)naš-paṭri (ilu)Marduk
(2) si-mat (ilu)Sin (ilu)Šamaš u (ilu)Nergal
(3) pa-liḫ (ilu)Nabû u (ilu)Marduk ka-rib
(4) šarri-šu bêli-šu (m. ilu)Marduk-balâṭ-su-iḳ-bi
(5) mâru-šu rabû(u) epuš-ma
(6) a-na ṣa-at u-me
(7) a-na zêri-šu u pirʾi-šu
(8) u-kin
(9) man-nu arkû(u)
(10) ša ṣal-mu
(11) u (abnu)narâ
(12) an-na-a
(13) ub-ba-tu
(14) lu-u i-na
(15) ši-pir ni-kil-tu u-ḫal-li-ḳu
(16) (ilu)Marduk bêlu rabû(u) iz-zi-iš
(17) lik-kil-me-šu-ma šum-šu u zêr-šu
(18) lu-ḫal-liḳ (ilu)Nabû dup-šar gim-ri
(19) minât(pl.) umê(pl.)-šu arkûti(pl.) lušal-me(me)
(20) [n]a-ṣir-šu la-li-e balâṭi liš-bi Inscription translation: (1) (This) image of Adad-etir, the dagger-bearer of Marduk,
(2) adorned by Sin, Shamash, and Nergal,
(3) who fears Nabu and Marduk, who owes allegiance
(4) to the king, his lord, Marduk-balatsu-ikbi,
(5) his eldest son, has fashioned,
(6) and for future days,
(7) for his seed and his posterity,
(8) has set up.
(9) Whosoever in days to come 
(10) the image
(11 f.) or this memorial-stone
(13) shall destroy,
(14) or by means of
(15) a crafty device shall cause them to disappear,
(16) may Marduk, the great lord, in anger
(17) look upon him, and his name and his seed
(18) may he cause to disappear! May Nabu, the scribe of all,
(19) curtail the long number of his days!
(20) But may the man who protects it be satisfied with the fulness of life! Inscription note: Dedication in honour of Adad-etir, dagger-bearer of Marduk, by his son Marduk-balassu-iqbi; the text invokes curses on anyone who may deface it.",priest/priestess; sun/moon; arms/armour,Named in inscription: Adad-Etir (temple official);  Named in inscription: Marduk-balassu-iqbi (Dedicator of stela);  Named in inscription: Marduk;  Named in inscription: Nabu;  Named in inscription: Sin;  Named in inscription: Shamash,Middle Babylonian,Mesopotamian,iraq,"This Middle Babylonian commemorative stone stela, dating from the 9th to the 8th century BCE, is crafted from diorite and takes the form of a boundary-stone, known as a kudurru. The artifact features a fiat panel with figures and symbols in low relief, while the majority of the cuneiform inscription resides on the flat surface, with the concluding seven lines extending lower on the stone. The stela honors Adad-etir, a dagger-bearer of Marduk, and was erected by his eldest son, Marduk-balassu-iqbi. The imagery includes a winged solar disc, a crescent, and a lion-headed mace upon a pedestal, symbolically protecting the stone and its inscriptions, the latter of which invoke dire imprecations against those who would deface it. The text also calls blessings for those who preserve it. The stela's historical context is enriched by the presence of figures like Sin, Shamash, Nergal, and Nabu, gods of ancient Mesopotamia. It was excavated from the Marduk Temple in Babylon, adding to its cultural and devotional significance."
6605,2400BC,Found/Acquired: Iraq,gypsum,carved,Inscription type: inscription Inscription script: cuneiform Inscription note: States that this statue was dedicated to the goddess Nin-shubur of the city of Der by Enzi and his son Amar-kiku.,,Named in inscription: Nin-Shubur;  Named in inscription: Enzi;  Named in inscription: Amar-Kiku,Early Dynastic III,Mesopotamian,iraq,"This gypsum statue, originating from the Early Dynastic III period around 2400 BCE, exemplifies Mesopotamian craftsmanship with its intricate carving and an inscription on the back. Though the head is missing, the statue's polished concave underside suggests it was skillfully shaped. The cuneiform inscription reveals its dedication to the goddess Nin-Shubur of the city of Der by Enzi and his son Amar-Kiku, indicating the statue's religious and cultural significance during its time. Excavated in Iraq, this artifact provides a tangible link to the religious practices and societal hierarchies of ancient Mesopotamia."
6460,2450BC,Excavated/Findspot: Tello,stone,carved,Inscription type: inscription Inscription script: cuneiform Inscription translation: Enannatum.,king/queen,Named in inscription & portrayed: Enannatum I (?),Early Dynastic III,Mesopotamian,iraq,"This Early Dynastic III stone plaque, dated to around 2450 BCE, originates from the region of Lagash, present-day Iraq, and portrays Enannatum I, an influential king or governor. The carved stone artifact depicts Enannatum in an attitude of worship, distinguished by his folded hands. Cuneiform inscriptions on the plaque further identify the figure as Enannatum. As a representative example of Mesopotamian artistry, the plaque offers insight into the religious and political landscape of ancient Lagash. Excavated at Tello, this artifact is an important piece of Mesopotamian heritage, reflecting both the craftsmanship and the cultural narratives of the period."
6850,700BC-692BC,Excavated/Findspot: South West Palace (Nineveh),gypsum,carved,,horse/ass; groom,,Neo-Assyrian,Mesopotamian,iraq,"This exquisite Neo-Assyrian gypsum wall panel relief, dating from 700BC to 692BC, captures a vivid scene from the ancient world, depicting horses and grooms departing from the palace of the renowned king Sennacherib. Carved with careful attention to detail, the relief is one of three joining slabs that together narrate a story of regal movement and ceremonial procession. As a product of the South West Palace in Nineveh, the piece exemplifies the artistic prowess and cultural expressions prevalent in Mesopotamia during this period. Excavated from its original context in modern-day Iraq, it offers a glimpse into the grandeur and complexity of Assyrian royal life, reflecting the significance of horses and grooms within the societal hierarchy and ceremonial practices of the era."
6620,2113BC-2111BC,Excavated/Findspot: Lagash (historic),stone,carved; polished,"Inscription type: inscription Inscription script: cuneiform Inscription note: Dedication to goddess Nanshe, on behalf of Nam-Mahani, by lady Ninkagina, daughter of Kaku.",mammal,Named in inscription: Nanshe;  Named in inscription: Nammahani;  Named in inscription: Kaku,Third Dynasty of Ur,Mesopotamian,iraq,"This exquisite statuette from the Third Dynasty of Ur, dating back to 2113-2111 BCE, elegantly merges animal form with human likeness through its depiction of a reclining human-headed bull. Skillfully carved from black stone with polished surfaces, it is adorned with a cuneiform inscription that bears a dedication to the Mesopotamian goddess Nanshe. This inscription denotes an offering made by Lady Ninkagina, daughter of Kaku, on behalf of Nam-Mahani, suggesting a strong cultural and religious undertone. The artifact, embodying the artistic and devotional practices of early Mesopotamian civilization, was excavated from the historic site of Lagash in present-day Iraq, contributing to our understanding of the religious and societal dynamics of the era."
6532,3000BC-2900BC,Excavated/Findspot: Ur (historic - city),stone,pierced; drilled,,mammal,,Jemdet Nasr,Mesopotamian,iraq,"This Jemdet Nasr period white stone stamp-seal, dating from 3000 to 2900 BC, is intricately carved in the form of a couchant boar. The artifact is meticulously crafted using piercing and drilling techniques, featuring a design on its base depicting one animal in pursuit of another. Despite chipping and cracks on the front, the seal's vivid imagery captures the artistic endeavours of early Mesopotamian civilization. Characterized by a laterally pierced hole, the seal was excavated from the historic city of Ur, nestled in present-day Iraq, shedding light on the symbolic and functional role of seals in ancient Sumerian society."
6675,2500BC (about),Excavated/Findspot: Royal Cemetery (Ur),travertine,carved; polished,,,,Early Dynastic III,Mesopotamian,iraq,"This Early Dynastic III stone tumbler, dating to approximately 2500 BC, is a remarkable artifact from ancient Mesopotamia. Carved from green travertine, this piece is distinguished by its tall cylindrical shape and the presence of striking horizontal reddish veins. Expertly polished, the tumbler exemplifies the sophisticated stone-carving techniques of the period. The artifact was excavated from the Royal Cemetery at Ur, underlining its significance within the context of ancient Mesopotamian funerary practices and the opulence associated with royal burials. This finely crafted piece provides valuable insight into the material culture and artistry of one of history's earliest civilizations."
6437,2300BC-2100BC,Excavated/Findspot: Royal Cemetery (Ur),shell,cut; incised,,bird,,Akkadian,Mesopotamian,iraq,"This exquisite Akkadian shell lamp, dating from 2300 to 2100 BCE, is a testament to the craftsmanship of Mesopotamian culture. Fashioned from shell, the lamp features a prominently engraved bird's head at the upper end of its aperture, symbolizing the artistic naturalism prevalent in ancient Akkadian society. Its decoration is further enhanced by meticulously incised wavy lines, showcasing the intricate technique employed by its creators. This artifact was unearthed at the Royal Cemetery of Ur in present-day Iraq, a site renowned for its rich historical significance and ties to the illustrious Sumerian and Akkadian civilizations."
6387,2400BC-2200BC,Excavated/Findspot: South East Palace (Nimrud),greenstone,carved,"Inscription type: inscription Inscription position: FRONT Inscription language: Babylonian Inscription transliteration: ir-ra saga. Inscription translation: Irra, priest.",mammal; mythical figure/creature; sun/moon; deity; leaf; arms/armour; vessel; devotee/worshipper; planet/constellation,,Akkadian,Mesopotamian,iraq,"This Akkadian cylinder seal, dating from 2400-2200 BCE, is meticulously carved from greenstone. The seal's intricate design features an array of figures and scenes: a worshipper in a fringed robe stands with clasped hands beneath a recut star and crescent, symbolizing celestial bodies. A bearded god, donning a striped skirt, holds a mace and a possible whip over his right shoulder while managing the halter of a mythical bird-lion. Another scene depicts a bearded deity, clad in a loin-cloth, kneeling to pierce a bull's neck. Above the bull, a figure in a striped skirt extends both hands amidst streaming water, with foliage depicted near the figure's left hand. The terminal illustration shows a pot releasing a vertical stream of water, echoing the theme of abundance or purification. An unframed line of Babylonian inscription reads ""Irra, priest,"" offering insight into the seal's significance or ownership. This artifact, excavated from the South East Palace in Nimrud, Iraq, serves as a testament to the symbolic and religious intricacies of Akkadian culture."
6498,6000BC-5000BC,Excavated/Findspot: Arpachiyah,limestone,incised; perforated; glazed,,,,Halaf,Mesopotamian,iraq,"This conical stamp-seal, originating from the Halaf culture between 6000 and 5000 BCE, is a notable piece of early Mesopotamian craftsmanship. Made from limestone and featuring a faint blue glaze, the seal's geometric design comprises criss-cross incised lines on its flat circular base. The artifact is distinguished by a high pierced lug at the back, showcasing intricate incising and perforation techniques. As a representative of Halaf artistry, this stamp-seal exemplifies the era's aesthetic and functional utility, likely serving as a tool for pressing patterns onto a soft material, such as clay or dough. Excavated from Arpachiyah in modern-day Iraq, it provides valuable insight into the social and cultural practices of early Mesopotamian societies."
6604,2600BC,Found/Acquired: Iraq,calcite,carved; polished,Inscription type: inscription Inscription position: shoulder Inscription language: Akkadian Inscription script: cuneiform Inscription translation: Urlammarak viceroy of AN.PA.x Inscription note: Additional cuneiform doodling on the back.,,,Early Dynastic II; Early Dynastic III,Mesopotamian,iraq,"This captivating Early Dynastic II-III calcite statue, dating back to around 2600 BCE, originates from Mesopotamia and was found in Iraq. The statue depicts a bearded man with long hair, skillfully carved and polished from calcite. Notably, the nose appears to have been a separate attachment, suggesting advanced crafting techniques of the period. The statue is adorned with an Akkadian cuneiform inscription, which is positioned on the shoulder, reading ""Urlammarak viceroy of AN.PA.x."" Additional cuneiform doodling adorns the back, offering a glimpse into the textual practices of the time. This artifact serves as an artistic representation of early Mesopotamian sculpture, providing insight into the cultural and leadership structures of the era."
6045,1800BC (about),Excavated/Findspot: Nineveh (historic - Iraq) (?),limestone,carved,,mammal; warrior,,Old Babylonian,Mesopotamian,iraq,"This Old Babylonian limestone basin, dating to approximately 1800 BCE, is an exquisite example of Mesopotamian artistry. The exterior of the basin is adorned with intricately carved low-relief scenes depicting a warrior engaged in combat with a lion, a powerful motif symbolizing strength and heroism. Notably, the central portion of the base of the basin is worn through, suggesting it may have been used as a socket. Crafted with precision, this carved piece highlights the artistic techniques and cultural narratives of the era. The basin was excavated in the historic region of Nineveh, present-day Iraq, offering a glimpse into the rich cultural heritage of ancient Mesopotamia."
6998,875BC-860BC,Excavated/Findspot: North West Palace,gypsum,incised,Inscription type: inscription Inscription position: bottom of panel Inscription script: cuneiform Inscription note: Traces of the standard inscription.,jewellery; vessel; musician; musical instrument; king/queen; prince/princess (?); eunuch; attendant; cattle; charioteer/chariot; food/drink; arms/armour; mesopotamian myth/legend,Representation of: Ashurnasirpal II;  Representation of: Shalmaneser III,Neo-Assyrian,Mesopotamian,iraq,"This Neo-Assyrian gypsum wall panel, crafted between 875-860 BCE, vividly depicts a royal bull hunt in relief, highlighting the prowess of King Ashurnasirpal II. The scene captures the royal chariot, rushing to the right, over a fallen bull, with the king himself, in his distinctive royal hat, turning to confront another bull charging from behind. In a display of might, he grasps the bull by its horn while driving his sword into its neck, later resting his bow to pour a triumphant libation of wine. The panel is animated with royal bodyguards, all beardless eunuchs, wielding maces, and attendants carrying a fan and sunshade, while an officer, likely the future King Shalmaneser III, is depicted facing Ashurnasirpal, adorned in similar attire. A chief eunuch stands alongside, and musicians with harps perform to the right of the scene. Behind the king, an armed horseman, bearing a shield, leads a royal steed with a saddlecloth in a geometric pattern, reminiscent of Middle Eastern designs still seen today. The lower edge of the panel bears traces of cuneiform inscriptions, adding to the historical richness of the artifact. Excavated from the North West Palace in Iraq, this artwork exemplifies the grandeur of Assyrian royal iconography and storytelling."
6088,2100BC-2000BC,Excavated/Findspot: Ur (historic - city),chlorite,perforated,,sun/moon; deity; devotee/worshipper,,Third Dynasty of Ur,Mesopotamian,iraq,"This ancient chlorite cylinder seal, originating from the Third Dynasty of Ur and dated between 2100-2000 BCE, exemplifies Mesopotamian craftsmanship with its standard presentation scene. The seal features a shaven-headed worshipper, clad in a fringed robe, who is depicted raising his right hand as he is led by a hand-holding goddess. This goddess, adorned in a striped robe with a double-rolled hem and a single pair of horns on her head-dress, approaches another seated goddess with a similar head-dress and a flounced robe, though the flounces have faded over time. The seated deity, extending her right hand, is positioned beneath a faint crescent moon, enhancing the celestial theme. The original scene, now heavily worn and recut, has been altered by a new, framed three-line inscription that has obliterated the worshipper, leaving the surface considerably flatter on one side. The seal was excavated in the historic city of Ur, providing valuable insights into the religious and cultural practices of the era."
6556,6000BC-5000BC,Excavated/Findspot: Arpachiyah,chert,incised; pierced,,,,Halaf,Mesopotamian,iraq,"This incised chert artifact, originating from the Halaf culture between 6000 and 5000 BC, is a sickle-shaped stamp-seal or amulet with a serrated edge, serving both decorative and possibly functional purposes. Its design includes a pierced lobe for suspension, suggesting it may have been worn or displayed. Despite its age, it remains substantially intact, though with noted chipping and deposit accumulation. As an example of early Mesopotamian craftsmanship, this piece offers valuable insights into the symbolic and utilitarian aspects of objects from the era. It was excavated at Arpachiyah, a site in modern-day Iraq, further enriching our understanding of ancient Halafian society and its use of stamped imagery."
6571,6000BC-5000BC,Excavated/Findspot: Arpachiyah,serpentine,incised; pierced,,,,Halaf,Mesopotamian,iraq,"This sub-circular stamp-seal, crafted from serpentine and dating between 6000-5000 BC, originates from the Halaf culture of ancient Mesopotamia. The seal is intricately incised with a geometric design featuring a central cross motif surrounded by smaller incisions, indicative of its meticulous craftsmanship. It is pierced for suspension, suggesting it may have also served as an amulet. Despite being chipped and abraded, the seal remains a valuable artifact, offering insights into the symbolic and decorative practices of the Halaf people. This piece was excavated at Arpachiyah in present-day Iraq, reflecting the rich cultural heritage of the region during the Neolithic period."
6308,3000BC-2900BC (circa),"Excavated/Findspot: Iraq, South (probably)",stone,carved; engraved,,mammal; temple,,Jemdet Nasr,Mesopotamian,iraq,"This short cylinder seal, originating from the Jemdet Nasr period in Mesopotamia, dates back to circa 3000-2900 BCE. Expertly carved and engraved from dark yellowish stone, it features a shallow relief depicting a temple alongside a quadruped walking to the right, emblematic of the era's artistic and cultural motifs. This seal offers insight into the symbolism and practices of the time, possibly relating to religious or administrative activities. Discovered in southern Iraq, this artifact underscores the region's rich archaeological heritage and its role in early urban development in the ancient Near East."
5912,618-906,Excavated/Findspot: Dar al-Khilafa,porcelain; pottery,glazed,,,,Tang dynasty,Tang dynasty,China,"This artifact is a sherd, specifically the base of a vessel, originating from the Tang dynasty in China, crafted between 618-906 CE. Made from white glazed porcelain, it features a low bi footring, a notable characteristic of Tang ceramic wares. The glaze within the footring displays numerous inclusions, indicative of the vessel's artisanal production techniques. This piece encapsulates the advanced ceramic craftsmanship of the Tang period, reflecting the era's aesthetic values and functional designs in pottery. It was excavated from Dar al-Khilafa, offering valuable insights into the trade and distribution of Chinese porcelain during this culturally rich period in Chinese history."
5908,618-906,Excavated/Findspot: Dar al-Khilafa,porcelain; pottery,glazed,,,,Tang dynasty,Tang dynasty,China,"This artifact is a sherd from a lid dating back to the Tang dynasty, produced between 618-906 CE, originating from China. Crafted from white glazed porcelain with a subtle greenish tinge, the piece exhibits intricate cut patterns, suggesting its use as part of an incense burner or potpourri container. Both sides of the sherd are glazed, showcasing the refined ceramic techniques of the period. This exquisite piece was unearthed at Dar al-Khilafa, offering a glimpse into the sophistication and utility of Tang dynasty porcelain artifacts."
5439,618-906,Found/Acquired: China,stoneware,glazed; marbled,,,,Tang dynasty,Tang dynasty,China,"This neck-less jar from the Tang dynasty, dating between 618-906 CE, exemplifies the intricacy of marbled ware pottery. Crafted from red and buff earthenware stoneware, the jar showcases a striking marbled effect achieved by mixing clays of different colors prior to shaping. A transparent yellow lead glaze covers the piece, highlighting the marbled design and enhancing its aesthetic appeal. This artifact, a testament to the innovative ceramic techniques of the Tang dynasty, was discovered in China, underscoring the region's rich cultural heritage in pottery craftsmanship."
5493,618-906,Found/Acquired: China,earthenware; gold,pigmented; gilded,,,,Tang dynasty,Tang dynasty,China,"This figure, originating from the Tang dynasty between 618-906 CE, exemplifies the artistic and cultural expressions of this period. Crafted from pigmented and gilded earthenware, the piece is a representation of a lokapala, a guardian deity, highlighting the blend of spiritual significance and ornamental sophistication prevalent in Tang art. The use of gold suggests a high level of craftsmanship and the importance placed on such figures in the religious or ceremonial contexts of the era. Discovered in China, this artifact embodies the remarkable artistic traditions of the Tang dynasty, providing insights into the period's spiritual and aesthetic values."
