exhibit_number,id,Production date,Find spot,Materials,Technique,Inscription,Subjects,Assoc name,Culture,Section,Place,description,production_year_min,production_year_max,is_date_range,date_parse_status,find_spot_city,find_spot_country,location_parse_status
35,7843,250-600,Found/Acquired: Shibayama dolmen,bronze; gold,gilded,,,,Kofun Period,Japanese,Japan,"This fragment of a harness pendant dates from the Kofun Period, specifically between 250-600 CE, and was discovered at the Shibayama dolmen in Japan. Crafted from gilt bronze, this pendant originally embodied an elegant design featuring oval and lozenge shapes, of which only a section of the oval remains today. The use of gilding indicates the luxurious craftsmanship typical of the era, reflecting the sophistication and artistry present in Japanese metalwork during this time. The pendant's origin from a dolmen—a megalithic tomb structure—suggests its role in burial practices, potentially symbolizing status or serving as a ceremonial object. This artifact offers insights into the material culture and mortuary customs of the ancient Kofun society.",250.0,600.0,True,success,Shibayama dolmen,Japan,success
36,7857,600-650,Found/Acquired: Kinshozan,stoneware,ash-glazed,Inscription type: inscription Inscription language: English Inscription quoted: near Akasaka (Mino)  Kinshozan. 3/10/86,,,Late Kofun,Japanese,Japan,"This vessel, crafted for serving rice wine, dates back to the Late Kofun period between 600-650 CE. Originating from Japan, the vessel is fashioned from high-fired stoneware, coated with a natural ash glaze that imparts a distinctive finish. Its design features a small, globular body with a round base and a pronounced shoulder, culminating in a long neck that flares into a wide mouth. Incised grooves accentuate both the neck and body, enhancing its aesthetic appeal. A small central hole adds to its unique form. An inscription in English notes ""near Akasaka (Mino) Kinshozan. 3/10/86,"" providing locational and potentially historical context. This artifact was found or acquired at Kinshozan, linking it to the rich cultural tapestry of the region.",600.0,650.0,True,success,Kinshozan,Japan,success
37,7912,650-700,Found/Acquired: Yasui rock tomb,stoneware,tataki,,,,Late Kofun,Japanese,Japan,"This exquisite jar from the Late Kofun period, crafted between 650-700 CE, epitomizes the high-fired stoneware artistry of ancient Japan. Featuring a globular body with a rounded base and a short neck that elegantly flares towards the mouth, the jar is accented by circular handles affixed to each shoulder. The exterior showcases distinctive tataki matted paddle marks, a testament to the period's ceramic techniques, while the interior bears the hallmark round anvil marks. Shellfish fragments adhere to its surface, hinting at its historical and geographical journey. This artifact was discovered in the Yasui rock tomb in Japan, providing valuable insight into the burial practices and material culture of the era.",650.0,700.0,True,success,Yasui rock tomb,Japan,success
38,7946,500 (circa),Found/Acquired: Shibayama dolmen,copper; silver,silvered; incised,,,,Late Kofun,Japanese,Japan,"This Late Kofun period kodogu, dating approximately to the year 500 CE, is a meticulously crafted sword fitting notable for its use of silvered and incised copper. This artifact, representative of Japanese material culture, exemplifies the technical sophistication of the era with its intricate silvering and engraving techniques. Discovered at the Shibayama dolmen, it is a testament to the ceremonial and practical applications of sword fittings in the Kofun period, reflecting the culture’s emphasis on craftsmanship in its weaponry and associated paraphernalia.",500.0,500.0,False,success,Shibayama dolmen,Japan,success
39,7958,650-700,Found/Acquired: Akasaka-cho (near),stoneware,ash-glazed,"Inscription type: inscription Inscription language: English Inscription quoted: Akasaka, Mino dolmens on hills behind town",,,Late Kofun,Japanese,Japan,"This Late Kofun period tsubofuta, crafted between 650-700 CE, serves as the lid of a jar and exemplifies the refined ceramics of ancient Japan. Made from high-fired stoneware, it features a coiled knob placed centrally and is adorned with a natural ash glaze, a technique indicative of the time that enhances its aesthetic and functional qualities. The lid bears an English inscription referencing ""Akasaka, Mino dolmens on hills behind town,"" suggesting a cultural or geographical connection possibly related to its findspot. Discovered near Akasaka-cho, this piece reflects the enduring legacy of the Late Kofun culture in Japan, particularly in ceramic traditions.",650.0,700.0,True,success,Akasaka-cho,Japan,success
40,8058,650-700,Found/Acquired: Misaoyama Dolmen,stoneware,ash-glazed; pierced,"Inscription type: inscription Inscription position: label on foot Inscription language: English Inscription quoted: Misaoyama, Bizen from dolmens. From CSuicho. Inscription note: Handwritten.",,,Late Kofun,Japanese,Japan,"This Late Kofun pedestal vessel, dating from 650-700 CE, serves as a remarkable example of Japanese stoneware used for serving rice wine, known as daitsuki hasou. Crafted from high-fired stoneware, it features a natural ash glaze that highlights its aesthetic appeal. The vessel boasts a globular body, with a round perforation on one side designed for a bamboo spout, and has a distinctive long neck that broadens into a wide mouth accented by a ridge below the rim. It is supported by a short pedestal that expands towards the foot. A handwritten English inscription is found on a label on the foot, which reads ""Misaoyama, Bizen from dolmens. From CSuicho,"" indicating its provenance. This artifact was found at the Misaoyama Dolmen in Japan, offering insights into the funerary practices and material culture of the Late Kofun period.",650.0,700.0,True,success,Misaoyama Dolmen,Japan,success
41,8062,550-600,Found/Acquired: Hattorigawa,stoneware,ash-glazed; tataki,"Inscription type: inscription Inscription language: English Inscription quoted: 1886/2/13 Hattorigawa (Kawachi), Febr. 13/86",,,Late Kofun,Japanese,Japan,"This Late Kofun period pedestal jar, known as a daitsuki yuugai tsubo, was crafted between 550-600 CE in Japan. Made of high-fired stoneware, this jar exhibits a natural ash glaze, giving it a distinctive finish. Its globular body features a neck that widens towards the mouth with an inclined rim designed to secure a lid, while the pedestal base expands towards a fragmented foot. The exterior displays tataki matted paddle marks, with corresponding anvil marks visible on the inside. An English inscription notes ""1886/2/13 Hattorigawa (Kawachi), Febr. 13/86,"" marking its findspot at Hattorigawa. This piece exemplifies the utilitarian and artistic craftsmanship characteristic of the Late Kofun period.",550.0,600.0,True,success,Hattorigawa,Japan,success
42,8097,450-500 (circa),Found/Acquired: Shibayama dolmen,bronze; gold,gilded,,,,Middle Kofun,Japanese,Japan,"This quiver fitting, originating from the Middle Kofun period in Japan and dated circa 450-500 CE, exemplifies the sophisticated craftsmanship of the era through its use of gilt bronze. The fitting, a component of a quiver, was skillfully gilded, showcasing the amalgamation of bronze and gold, which underscores the aesthetic and functional priorities of this historical period. It was discovered at the Shibayama dolmen, a significant archaeological findspot that offers insights into the burial practices and martial culture of ancient Japan. This artifact reflects the intricate metallurgical techniques and the cultural significance tied to the martial elite of the Kofun period.",450.0,500.0,True,success,Shibayama dolmen,Japan,success
43,8127,450-500 (circa),Found/Acquired: Shibayama dolmen,bronze; gold,gilded,,,,Middle Kofun,Japanese,Japan,"This quiver fitting, dating approximately from 450-500 CE, originates from the Middle Kofun period in Japan. The artifact is crafted from bronze and features a gilded surface, showcasing the sophisticated metalworking techniques of the era. Its discovery in the Shibayama dolmen highlights its cultural significance, as quiver fittings were often associated with the burial practices and status of individuals during the Kofun period. This piece serves as a testament to the artistry and ceremonial customs of ancient Japanese society.",450.0,500.0,True,success,Shibayama dolmen,Japan,success
44,8148,700-750,Found/Acquired: Akasaka-cho (near),stoneware,ash-glazed,"Inscription type: inscription Inscription language: English Inscription quoted: Akasaka, dolmen near",,,Late Kofun,Japanese,Japan,"This Late Kofun period sagebe, a hanging jar dating from 700-750 CE, exemplifies the high-fired stoneware craftsmanship of Japan. The jar features a circular body with one side flattened and the other spherical, lending a distinctive and intriguing form. It is adorned with a natural ash glaze, indicative of traditional Japanese glazing techniques. The short neck flares into a wide mouth, and the addition of round knobs on the shoulder serves as stylized jug handles. An inscription in English mentions ""Akasaka, dolmen near,"" providing context to its provenance or possible site of acquisition. Discovered near Akasaka-cho, this artifact offers a glimpse into the utilitarian and artistic expressions of Late Kofun Japan, reflecting the era's sophisticated ceramic traditions.",700.0,750.0,True,success,Akasaka-cho,Japan,success
45,8152,490-510,Excavated/Findspot: Toyonaka-shi (Taikozuka dolmens at Sakuraidani),stoneware,tataki,,,,Late Kofun,Japanese,Japan,"This artifact is a Late Kofun period sarcophagus dating from 490-510 CE, meticulously crafted from reddish stoneware. The sarcophagus exhibits a plain rectangular form with a distinctive roof-shaped cover, featuring two circular holes at the ends, each fitted with stoppers. It is supported by eighteen cylindrical feet, with six small holes pierced on each side, suggesting functional or symbolic significance. The interior displays tataki markings, a technique notable in Japanese pottery of the time. Unearthed from the Taikozuka dolmens at Sakuraidani in Toyonaka-shi, Japan, this sarcophagus provides valuable insights into the funerary practices and material culture of the Late Kofun period, reflecting the era's craftsmanship and ritualistic customs.",490.0,510.0,True,success,Toyonaka-shi,Japan,success
46,8193,500 (circa),Found/Acquired: Shibayama dolmen,copper; silver,silvered; incised,,,,Late Kofun,Japanese,Japan,"This Kodogu, originating from the Late Kofun period around the 6th century CE, is a sword binding crafted from copper and elegantly enhanced with silvering and intricate incisions. Reflective of the period's metallurgical and artistic skills, this artifact exemplifies the craftsmanship involved in adorning functional objects with aesthetic considerations during this era. It was uncovered at the Shibayama dolmen in Japan, a locale known for its historical burial sites associated with the Kofun culture, further emphasizing its archaeological significance within the context of ancient Japanese martial accouterments.",500.0,500.0,False,success,Shibayama dolmen,Japan,success
47,8213,650-700,Found/Acquired: Akasaka-cho (Tsukimi-yama),stoneware,ash-glazed,Inscription type: inscription Inscription position: paper slip attached to pedestal Inscription language: Japanese Inscription quoted: 発掘人赤坂村堤庄八　同村　　　同村松尾淺吉売買人赤坂村清水甚吉」　不破郡赤坂村　々有他　家月見山第四墳台付皿壱固　再度買取人　久瀬村　長岡善蔵　高三寸」; Inscription type: inscription Inscription quoted: Akasaka Mino Tsukimi-yama,,,Late Kofun,Japanese,Japan,"This Late Kofun period pedestal bowl, dating from 650-700 CE, exemplifies the artistry of high-fired stoneware with a natural ash glaze. Known as a takatsuki, the artifact features a shallow bowl with sides that expand gracefully towards the rim, resting atop a slender pedestal that broadens into a foot with a slightly raised edge. Accompanying the bowl is a paper slip inscribed in Japanese, linking it to individuals and locations associated with its excavation and provenance, including references to ""赤坂村"" (Akasaka village) and ""月見山"" (Tsukimi-yama). This piece was found in Akasaka-cho (Tsukimi-yama), offering valuable insights into the cultural and ceremonial practices of the Late Kofun period in Japan.",650.0,700.0,True,success,Akasaka-cho,Japan,success
48,5046,618-906,Found/Acquired: Changsha (?),stoneware; metal,glazed,,,,Tang dynasty,Tang dynasty,China,"This bowl, dated from the Tang dynasty (618-906 CE), exemplifies the exquisite craftsmanship of Chinese artisans of that era. It is constructed from yue, a type of olive-brown glazed stoneware, distinguished by its attractive sheen and durability, and features a metal liner that adds both functionality and a touch of elegance. This piece reflects the advanced ceramic techniques characteristic of the Tang period. The bowl was found in or acquired from the region of Changsha, hinting at the widespread production and utilization of such wares across China during this culturally rich dynasty.",618.0,906.0,True,success,Changsha,China,success
49,5075,618-906,Found/Acquired: China,earthenware,glazed,,,,Tang dynasty,Tang dynasty,China,"This exquisite bowl, originating from the Tang dynasty and dating from 618 to 906 CE, is a remarkable example of Chinese artistry. Crafted from blue glazed earthenware with a buff hue, it embodies the sophisticated glazing techniques perfected during this period. The Tang dynasty was renowned for its cultural and artistic flourishing, with ceramics playing a crucial role in their material culture. This bowl, unearthed in China, provides a tangible connection to the opulence and innovation of the era, reflecting the aesthetic values and technological advancements of its time.",618.0,906.0,True,success,China,China,success
50,3137,1476BC-1457BC (circa),Found/Acquired: Egypt,glazed composition; gold,glazed; pierced; incised,"Inscription type: inscription Inscription position: bezel Inscription script: hieroglyphic Inscription translation: Titles/epithets include :The Good Goddess Maatkare, may she live. Inscription note: Incised prenomen.",,Named in inscription: Hatshepsut,18th Dynasty,Ancient Egyptian,Egypt,"This exquisite Ancient Egyptian artifact from the 18th Dynasty, dating circa 1476-1457 BC, is a gold finger-ring featuring a turquoise-green glazed composition scarab as its bezel. The scarab is intricately detailed on its back and is set in a gold mount, inscribed with the prenomen or throne name of the renowned Queen Hatshepsut, flanked by hieroglyphs that translate to ""The Good Goddess Maatkare, may she live."" The ring's construction boasts a hollow gold foil shank, cleverly folded around a wire, with an additional wire threaded through the scarab's piercing to enable its swiveling function. The skillfully applied techniques include glazing, piercing, and incising, reflecting the craftsmanship of the era. This artifact, discovered in Egypt, offers a glimpse into the opulent and symbolically rich adornments of Egyptian royalty.",-1476.0,-1457.0,True,success,Egypt,Egypt,success
51,3166,1390BC-1352BC (circa),Found/Acquired: Egypt,glazed composition,glazed; painted,Inscription type: inscription Inscription script: hieroglyphic Inscription translation: Titles/epithets include : Good God Inscription note: Painted.,,Named in inscription: Amenhotep III,18th Dynasty,Ancient Egyptian,Egypt,"This elliptical name-bead from the 18th Dynasty, dated circa 1390-1352 BC, exemplifies the intricate artistry of Ancient Egyptian craftsmanship. Created from a bichrome glazed composition, it features a striking white on blue finish. The bead is designed with a double piercing and a cord channel on the back, allowing it to be worn as an adornment. The front of the bead is adorned with a painted cartouche that holds the prenomen of Pharaoh Amenhotep III, accompanied by the epithet ""Good God,"" rendered in hieroglyphic script. This inscription emphasizes the divine and regal nature of the pharaoh's persona during his reign. The bead was found in Egypt, serving as a testament to the enduring legacy of Amenhotep III within Egyptian history and art.",-1390.0,-1352.0,True,success,Egypt,Egypt,success
52,3170,650BC (after),Found/Acquired: Egypt,glazed composition,glazed; incised,Inscription type: inscription Inscription position: bead face Inscription script: hieroglyphic Inscription translation: Psamtek (Psammetichus),,Named in inscription: Psamtek,26th Dynasty,Ancient Egyptian,Egypt,"This necklace from ancient Egypt, dating to the period after 650 BCE during the 26th Dynasty, is a remarkable artifact consisting of numerous green-blue glazed composition rectangular beads or plaques. Each bead is intricately incised with hieroglyphs naming Psamtek, known as Psammetichus, and features two longitudinal perforations for stringing. The glazing and incised techniques used highlight the sophisticated craftsmanship of the era. The necklace, associated with Psamtek—a prominent figure of the 26th Dynasty—illuminates the cultural and artistic practices of ancient Egypt. Discovered in Egypt, this piece serves as a testament to the region's rich history and the enduring legacy of its pharaonic rulers.",-650.0,-650.0,False,success,Egypt,Egypt,success
53,3171,664 BC-402 BC (probably 6th century BC),Excavated/Findspot: Naukratis,glazed composition,mould-made; incised,Inscription type: inscription Inscription position: Front Inscription language: Egyptian Inscription script: hieroglyphic Inscription transliteration: jmn-ra wp rnpt nfr [...] Inscription translation: May Amun-Ra inaugurate a perfect year [...] Inscription note: Traditional wishes found on New Year's flasks.,,Named in inscription: Amun-Ra,Late Period; 26th Dynasty,Ancient Egyptian,Egypt,"This artifact is a glazed composition New Year's flask from the Late Period, specifically the 26th Dynasty of Ancient Egypt, dating to approximately the 6th century BC. The flask, though partially preserved, displays intricate geometric designs such as tear drops and rectangles arranged in a broad collar of concentric registers on its upper body. A central vertical band features a hieroglyphic inscription, which is framed by vertical bands decorated with a scale pattern. The inscription, rendered in Egyptian hieroglyphics, translates to a traditional blessing: ""May Amun-Ra inaugurate a perfect year."" Crafted using a mould-made technique from a now glaze-lost greenish-yellow fine paste, this object reflects the cultural significance of Amun-Ra in New Year rituals. The flask was excavated at Naukratis, one of the key Greek trading hubs in Egypt, emphasizing its role in cultural exchanges of the period.",-664.0,-402.0,True,success,Naukratis,Egypt,success
54,3183,1275BC (circa),Found/Acquired: Memphis (historic - Egypt),glazed composition,glazed; inlaid; pierced,"Inscription type: inscription Inscription position: pectoral front Inscription script: hieroglyphic Inscription translation: Titles/epithets include : Lady of the West
Titles/epithets include : Mistress of the Necropolis Inscription note: Inlaid.; Inscription type: inscription Inscription position: scarab Inscription script: hieroglyphic Inscription translation: Titles/epithets include : Lady Inscription note: Painted.",ancient egyptian deity; eye of horus,Named in inscription & portrayed: Isis;  Named in inscription & portrayed: Nephthys;  Named in inscription: Ptahemheb (deceased),19th Dynasty,Ancient Egyptian,Egypt,"This exquisite 19th Dynasty Egyptian pectoral, dated circa 1275 BC, is a remarkable example of ancient artistry and religious symbolism. Crafted from glazed composition, it is shaped like a pylon, mimicking the monumental gateway entrances of Egyptian temples. The pectoral features sloping sides and a curved cavetto cornice, decorated with block patterns around its edges. Its vibrant color palette—yellow inlaid with blue, red, and green glazes—emulates precious materials like gold, lapis lazuli, cornelian, and turquoise. Central to the design is a dark blue heart scarab, representing lapis lazili and depicted within a solar barque, flanked by the goddesses Isis and Nephthys, whose hieroglyphic inscriptions label them as ""Lady of the West"" and ""Mistress of the Necropolis."" Additional protective symbols include a 'djed' pillar, the Girdle of Isis amulet, and two wedjat eyes, all intricately inlaid with polychrome glazes. On the pectoral's reverse, Chapter 30B from the 'Book of the Dead' is inscribed in turquoise green hieroglyphs, naming the deceased as Lady Ptahemheb. The underside also features a pattern of parallel dark blue lines forming a square frame around the scarab. Six holes are strategically placed for attachment to mummy wrappings, indicating its funerary use. Unearthed in historic Memphis, this pectoral highlights the convergence of artistry, religious devotion, and funerary practices in ancient Egypt.",-1275.0,-1275.0,False,success,Memphis,Egypt,success
55,3201,664 BC-510 BC (?); 589 BC - 570 BC (?),Excavated/Findspot: Naukratis,glazed composition,glazed; mould-made; pierced; stamped (possibly),Inscription type: inscription Inscription position: underside Inscription language: Egyptian Inscription script: hieroglyphic Inscription transliteration: wAH-ib-ra Inscription translation: Wahibre (Constant [is the] Heart [of] Re) Inscription note: Either prenomen of Psamtek I or nomen of Apries.,,Named in inscription: Psamtek I (?);  Named in inscription: Apries,26th Dynasty,Ancient Egyptian,Egypt,"This artifact is a mould-made scarab crafted from a glazed composition, dating from the 26th Dynasty of Egypt, approximately between 664 and 510 BC, plausibly during the reigns of Psamtek I or Apries. The scarab's back is simply modeled, featuring single lines delineating the prothorax and elytra, while the sides display highly simplified legs indicated by two horizontal grooves. Its underside is adorned with a hieroglyphic inscription, horizontally organized and deeply impressed, reading ""wAH-ib-ra,"" which translates to ""Wahibre (Constant [is the] Heart [of] Re)."" This inscription may reference the prenomen of Psamtek I or the nomen of Apries. Pierced longitudinally, the scarab exhibits a dirty brown glaze, possibly yellow originally, with a hard, pale yellow core underneath. This piece, excavated from Naukratis, reflects the intricate religious and cultural symbolism prevalent during the period, serving both as an amulet and a testament to the artistry of the era.",-664.0,-510.0,True,success,Naukratis,Egypt,success
56,3206,600 BC - 570 BC (mainly),Excavated/Findspot: Scarab Factory,glazed composition,mould-made; incised; pierced,"Inscription type: inscription Inscription position: underside Inscription language: Egyptian Inscription script: hieroglyphic Inscription note: The cross-shaped symbol between two discs could be interpreted as a debased version of wah-ib-Ra, the Horus name of Psamtek I, or nomen of Apries (Gorton 1996, 93).",,Named in inscription: Psamtek I (?);  Named in inscription: Apries (?),26th Dynasty,Ancient Egyptian,Egypt,"This Ancient Egyptian scarab, dating from 600 to 570 BC, originates from the 26th Dynasty and is believed to have been crafted at the Scarab Factory. Made from a glazed composition using mold-made, incised, and pierced techniques, the scarab has endured significant erosion over the centuries. While the back is notably rubbed, the divisions for the head, prothorax, and elytra remain discernible. The scarab's underside, although badly worn, features an incised vertical line separating a possibly unidentified figure to the right and a partial cartouche to the left. This cartouche contains three debased hieroglyphic signs, potentially representing a cross-shaped symbol flanked by two discs. This symbol might be interpreted as a debased version of the Horus name of Psamtek I or the nomen of Apries, based on interpretations by Gorton. The scarab, with its light yellow paste and almost nonexistent glaze—whether due to erosion or absence—is longitudinally pierced, reflecting the intricate artistry and symbolic significance embedded in Egyptian craftsmanship and regal iconography.",-600.0,-570.0,True,success,Scarab Factory,Egypt,success
57,3211,600 BC-570 BC (mainly),Excavated/Findspot: Naukratis,glazed composition,mould-made (likely); glazed,Inscription type: inscription Inscription position: underside Inscription script: hieroglyphic Inscription note: Just magical value of the hieroglyphs or cryptographic reading of the divine name Amun?,bird,Named in inscription: Amun (?),26th Dynasty,Ancient Egyptian,Egypt,"This artifact is a mould-made scarab, dating from the 26th Dynasty of Ancient Egypt, between 600 and 570 BC. Crafted with a glazed composition and adorned in a yellow glaze, the scarab's underside is inscribed with three horizontally arranged hieroglyphic signs: a Maat feather pointing to the right, followed by an owl and an ankh sign. The hieroglyphs may possess either magical significance or a cryptographic rendition of the divine name Amun. Such scarabs were common amulets in ancient Egyptian culture, often symbolizing rebirth and protection. This particular piece was excavated at Naukratis, a significant ancient Greek trading post in Egypt, illustrating the cultural exchanges in the region during this era.",-600.0,-570.0,True,success,Naukratis,Egypt,success
58,3212,600 BC - 570 BC (mainly),Excavated/Findspot: Naukratis,egyptian blue,incised; mould-made; pierced,Inscription type: inscription Inscription position: underside Inscription language: Egyptian Inscription script: hieroglyphic Inscription transliteration: jmn (?) Inscription translation: Amun (?) Inscription note: Cryptographic reading of the divine name Amun?,bird,Associated with: Amun-Ra (?),26th Dynasty,Ancient Egyptian,Egypt,"This small mould-made scaraboid, dating from 600 to 570 BC during Egypt's 26th Dynasty, exemplifies ancient Egyptian craftsmanship in bright blue Egyptian paste. The back is simply modeled, with incised lines indicating the clypeus, prothorax, and elytra, and notches denoting humeral callosities. The legs are abstractly represented by broad incised lines forming a triangle. The underside bears three hieroglyphic inscriptions: the Maat feather, an owl, and a sun-disc, which cryptographically reference the divine name Amun. Noteworthy for its longitudinal piercing, this artifact bears cultural and religious significance potentially linked to Amun-Ra. Discovered in Naukratis, this scaraboid offers insight into the religious and artistic practices of the period.",-600.0,-570.0,True,success,Naukratis,Egypt,success
59,3215,600 BC-570 BC (mainly),Excavated/Findspot: Scarab Factory,glazed composition,mould-made; incised (?); stamped (?); pierced,"Inscription type: inscription Inscription position: Underside Inscription language: Egyptian Inscription script: hieroglyphic Inscription transliteration: jmn (?)
[j]mn-ra (?)
Hr mnx-[jb] (?) Inscription translation: Amun (?)
Amun-Ra (?)
The Horus Menekhib (?) Inscription note: Likely meant as a cryptic way to write Amun (or Amun-Ra), or Horus name of  Psamtek II (?).",bird,Named in inscription: Amun-Ra (?);  Named in inscription: Psamtek II (?);  Named in inscription: Amun (?),26th Dynasty,Ancient Egyptian,Egypt,"This artifact is a mould-made scarab from the 26th Dynasty of Ancient Egypt, dating between 600 and 570 BC. Crafted from a glazed composition, the scarab's back is severely damaged, lacking detailed modeling, and only limited incised grooves suggestive of legs remain visible on its sides. The underside bears a poorly preserved hieroglyphic inscription, arranged horizontally from right to left, featuring the falcon, men-draughtboard sign, and sun-disc. This inscription might have been stamped rather than incised. The scarab is longitudinally pierced, though much of its glaze is lost, revealing a yellowish off-white core, now heavily worn. The inscription is possibly a cryptic way to denote Amun or Amun-Ra, or the Horus name of Psamtek II. This scarab was excavated from the Scarab Factory in Egypt, a site associated with the manufacture of these amulets during the Late Period, offering a glimpse into the religious and cultural significance of such objects, particularly in relation to deities like Amun and influential figures like Psamtek II.",-600.0,-570.0,True,success,Scarab Factory,Egypt,success
60,3245,600 BC-570 BC (mainly),Found/Acquired: Naukratis,glazed composition,mould-made; incised; pierced,Inscription type: inscription Inscription position: Underside Inscription language: Egyptian Inscription script: hieroglyphic Inscription transliteration: Hs xnsw Inscription translation: Praised by Khonsu,,Named in inscription: Khons,26th Dynasty,Ancient Egyptian,Egypt,"This artifact is a mould-made scarab from the 26th Dynasty of Ancient Egypt, dating between 600-570 BC. Crafted from a glazed composition, the scarab's back is simply detailed, featuring some indication of the clypeus, with single lines marking the prothorax and elytra. The sides display legs suggested through some modelling and undercut triangular shapes. Its underside is incised with a hieroglyphic inscription, although the glaze has been lost, leaving the cream core visible. The signs, despite erosion, are still recognizable and include motifs such as a sun-disc, men-draughtboard, hes-vase on the right, and a rpt-palm frond on the left. The inscription is vertically arranged and transliterates to ""Hs xnsw,"" meaning ""Praised by Khonsu,"" associating the scarab with the god Khonsu. This artifact was longitudinally pierced and discovered in Naukratis, offering insights into its function and cultural significance within the context of Ancient Egypt.",-600.0,-570.0,True,success,Naukratis,Egypt,success
61,6565,4000BC-3000BC,Excavated/Findspot: Ur (historic - city),steatite,engraved; pierced,,reptile,,Uruk,Mesopotamian,iraq,"This remarkable artifact is a domed stamp-seal from the Uruk culture, dating back to the fourth millennium BCE (4000-3000 BCE). Crafted from grey-green steatite, the seal is masterfully engraved and pierced longitudinally near its flat surface. The flat side of the seal features an intricate design of three serpents intertwined with other indistinct marks, while its domed back is characterized by seven shallow drill holes. Though worn, abraded, and chipped, the seal provides a compelling glimpse into early Mesopotamian craftsmanship and symbolism, particularly in its representation of serpents, which may have held cultural or religious significance. This seal was excavated at the historic city of Ur in present-day Iraq, a vital center of ancient civilization, thus contributing to our understanding of the early development of urban societies in Mesopotamia.",-4000.0,-3000.0,True,success,Ur,Iraq,success
62,6579,2400BC,Found/Acquired: Iraq,gypsum,carved,,animal,Named in inscription: Enzi (Dedicator of statue);  Named in inscription: Amar-Kiku (son of dedicator of statue),Early Dynastic III,Mesopotamian,iraq,"This gypsum statue, crafted during the Early Dynastic III period around 2400 BC, originates from Iraq and represents a seated man on an elaborately carved chair with legs designed in the shape of animals. The statue, though cracked, maintains its historical allure, epitomizing the intricate craftsmanship of Mesopotamian artisans. This artifact is linked by inscription to Enzi, the dedicator, and Amar-Kiku, his son, adding personal historical significance to the piece. Excavated in Iraq, the statue provides a glimpse into the symbolic and artistic practices of the era, highlighting the civilization's penchant for detailed narrative representation and the use of iconography in sculptural art.",-2400.0,-2400.0,False,success,Iraq,Iraq,success
63,5170,618-906,Found/Acquired: China,earthenware,glazed,,,,Tang dynasty,Tang dynasty,China,"This exquisite ceramic bowl, dating from 618-906 CE, hails from the illustrious Tang dynasty in China. It is crafted from earthenware and distinguished by its striking green, yellow, and cream glazing, enhanced with an iridised finish that lends a shimmering quality to the piece. The bowl embodies the Tang dynasty's renowned artistic innovation and aesthetic sophistication, reflecting the era's mastery in ceramic production. Discovered in China, this artifact provides a tangible link to the rich cultural and historical tapestry of ancient Chinese society during one of its most celebrated periods.",618.0,906.0,True,success,China,China,success
64,5380,680-740,Found/Acquired: China,earthenware,glazed,,,,Tang dynasty,Tang dynasty,China,"This elegant Tang dynasty lead-glazed lidded box, dating from 680-740 CE, exemplifies the sophisticated craftsmanship of the period. It is crafted from earthenware and features a distinctive transparent, mottled cobalt blue glaze, commonly associated with 'sancai' ware. The presence of a knob on its lid and an unglazed base adds to its practical and aesthetic appeal. This artifact, originating from China, embodies the decorative and functional qualities prized during the Tang dynasty, a time noted for its artistic flourishing. ",680.0,740.0,True,success,China,China,success
65,5388,618-906,Found/Acquired: China,earthenware,glazed,,,,Tang dynasty,Tang dynasty,China,"This exquisite Tang dynasty cup, produced between 618-906 CE in China, is a fine example of the era's captivating earthenware craftsmanship. The cup is adorned with a striking blue and yellow glaze, reflecting the vibrant aesthetic preferences of the period. Crafted from earthenware, the piece embodies the skilled glazing techniques that were prominent during the Tang dynasty, known for its rich cultural and artistic advancements. Discovered in China, this artifact provides a glimpse into the material culture and artistry of one of China's most celebrated historical periods.",618.0,906.0,True,success,China,China,success
66,5400,618-906,Found/Acquired: China,porcelain,marbled; glazed,,,,Tang dynasty,Tang dynasty,China,"This Tang Dynasty marbled ware cup, produced between 618-906 CE in China, showcases the innovative ceramic techniques of the period. It is crafted from red and buff earthenware, artistically blended to create a marbled effect, and covered with a transparent yellow lead glaze that enhances its visual appeal. The method involved mixing two differently colored earthenware clays before modeling the piece, resulting in a unique and intricate pattern synonymous with Tang artistic expression. Discovered in China, this porcelain artifact embodies the sophistication and craftsmanship prevalent in Tang Dynasty ceramics.",618.0,906.0,True,success,China,China,success
67,5401,618-906,Excavated/Findspot: Samarra,porcelain; pottery,glazed,,,,Tang dynasty,Tang dynasty,China,"This Tang dynasty sherd, dated between 618-906 CE, is a fragment of a cup rim crafted from white glazed porcelain. The exterior is adorned with two horizontal bands, indicative of the refined ceramic techniques characteristic of the era. Originating from China, this piece reflects the artistic elegance and technical advancements that define Tang dynasty porcelain. The sherd was excavated in Samarra, offering valuable insights into the cultural and trade exchanges that occurred between China and the regions beyond during this vibrant period of history.",618.0,906.0,True,success,Samarra,Iraq,success
