exhibit_number,id,Production date,Find spot,Materials,Technique,Inscription,Subjects,Assoc name,Culture,Section,Place,description,production_year_min,production_year_max,is_date_range,date_parse_status,find_spot_city,find_spot_country,location_parse_status
35,8222,750-800,Found/Acquired: Hattorigawa,stoneware,incised,"Inscription type: inscription Inscription quoted: Hattorigawa Kawachi, 13/2/86",,,Late Kofun,Japanese,Japan,"This late Kofun period stoneware artifact, produced between 750-800 CE, is a lid of a Takatsuki, or pedestal bowl, showcasing the refined craftsmanship of ancient Japan. Fashioned from dark grey high-fired stoneware, the lid features a prominent knob and intricate decorative incisions, including two concentric grooves encircling it, with a band of oblique strokes artfully nestled between them. An inscription, reading ""Hattorigawa Kawachi, 13/2/86,"" is present, potentially indicating the site of discovery or other contextual details. Unearthed at Hattorigawa in Japan, this relic provides valuable insight into the artisanal techniques and cultural expressions of the Late Kofun period, enriching our understanding of Japan's historical and artistic heritage.",750.0,800.0,True,success,Hattorigawa,Japan,success
36,8230,600-630,Found/Acquired: Ryoseki (Sasawara dolmen),stoneware,ash-glazed; pierced,Inscription type: inscription Inscription language: English Inscription quoted: Riyosekimura (Tosa) from Dr.Naumann,,,Late Kofun,Japanese,Japan,"This artifact is a Takatsuki, a pedestal bowl segment from the Late Kofun period, dated 600-630 CE and originating from Japan. The piece, made of high-fired stoneware, features the foot section of the pedestal bowl with a fragment of the bowl's base still attached. It is distinguished by a natural ash glaze, a technique that involves allowing the ash from wood-fired kilns to settle and create a glassy surface. The pedestal itself expands towards the foot, with a vertically arranged pair of perforations on each side, indicative of the period's pottery design aesthetics. An inscription in English credits Dr. Naumann and mentions ""Riyosekimura (Tosa),"" possibly providing a clue to the item's historical study or discovery. This remarkable piece was found at the Ryoseki dolmen in Sasawara, offering valuable insights into the practices and artistry of Kofun-era ceramicists.",600.0,630.0,True,success,Ryoseki,Japan,success
37,8246,794-795,Found/Acquired: Nijo-jo,stoneware,glazed,,,,Heian Period,Japanese,Japan,"This collection of five roof-tile fragments, crafted in green glazed stoneware, hails from the illustrious Daigokuden and dates back to 794-795 CE, during Japan's Heian Period. As architectural remnants, these tiles provide a tangible link to the opulent structures of their time, reflecting the sophisticated tile production techniques employed for imperial buildings. Glazed to a rich green hue, these fragments contribute valuable insights into the aesthetic and functional considerations of early Japanese architecture. Unearthed at Nijo-jo, they offer a glimpse into the material culture and architectural advancements of Japan's capital cities in the late 8th century.",794.0,795.0,True,success,Nijo-jo,Japan,success
38,8507,550BC-525BC (circa),Excavated/Findspot: Sanctuary of Apollo (Naukratis),pottery,painted; incised,,mammal; siren,,Attic; Archaic Greek,Greek,Greece,"This artifact is a body sherd from an Attic black-figured pottery band-cup, dating approximately to 550-525 BCE, during the Archaic period of Greek history. Expertly crafted through painting and incision techniques, the sherd is composed of pottery material. The interior is glazed black, while the exterior showcases a striking black-figure decorative frieze. The imagery features a siren with outspread wings in a rightward stance, confronting a deer. Notably, one wing and the lower body of the siren are missing, but traces of added red remain on the wing and body. The deer’s representation is preserved with its head, neck highlighted with red, and one foreleg still visible. This piece was excavated from the Sanctuary of Apollo at Naukratis, a site of significant religious and cultural activity in ancient Greece, offering a glimpse into the artistic and symbolic motifs of the Attic civilization.",-550.0,-525.0,True,success,Sanctuary of Apollo,Greece,success
39,8662,570BC-560BC (circa),Excavated/Findspot: Sanctuary of Aphrodite (Naukratis) (according to Ashmolean Museum register),pottery,slipped; painted,,sphinx,,East Greek; Archaic Greek,Greek,Greece,"This East Greek, Archaic Greek chalice fragment, dating approximately from 570-560 BCE, showcases the Chian Simple Animal Style, indicative of the period's artistic conventions. Composed of pottery with a cream slip, the rim and body sherds have been mended from two distinct fragments. The interior of the chalice features a reserved band at the rim with a glazed streaky black area below, adorned with a lotus flower outlined in added white and a red center, complemented by two white bands. The exterior displays a narrow black band atop the rim, a decorative pattern of short diagonal strokes between pairs of dilute bands, and a painted sphinx, with remnants of a red-haired head and curlicue directed to the left. This artifact was excavated at the Sanctuary of Aphrodite in Naukratis, a site recorded by the Ashmolean Museum register, offering invaluable insights into the cultural and religious contexts of Archaic Greece.",-570.0,-560.0,True,success,Sanctuary of Aphrodite,Cyprus,success
40,8771,570BC-560BC (circa),Excavated/Findspot: Naukratis,pottery,slipped; painted,,sphinx (possibly),,East Greek; Archaic Greek,Greek,Greece,"This rim sherd is a fragment of a Chian Simple Animal Style pottery chalice, originating from the East Greek, Archaic Greek culture, and is dated circa 570-560 BCE. Crafted from pottery, the sherd features a white slip with intricate decorations on both its interior and exterior. The interior is adorned with a reserved band at the rim and a glazed section below, fired to a red hue. The exterior is marked by a band of dots between dilute lines at the rim, with a painted decoration beneath, potentially depicting a sphinx, as suggested by the remaining strands of hair to the left. Slipped and painted techniques were employed in its creation, showcasing the artistic motifs prevalent during the period. This artifact was unearthed at Naukratis, contributing valuable knowledge to the understanding of cross-cultural interactions in ancient Greece.",-570.0,-560.0,True,success,Naukratis,Egypt,success
41,8809,420BC (circa),Excavated/Findspot: Fikellura grave 179,pottery,painted,,satyr,,Attic,Greek,Greece,"This Attic red-figured chous, dating to approximately 420 BCE, is a masterful representation of Greek pottery, crafted from painted ceramic. The scene depicts two youthful but bearded satyrs engaging in playful antics. Central to the imagery are two jugs on the ground; a bearded satyr on the right holds a purple wreath aloft, while another approaches from the left, crouched with one hand resting on his knee and the other outreaching towards the jugs. The satyrs, bald on the crown and adorned with white ivy wreaths, are depicted with beardless yet youthful visages. This piece exemplifies a graceful miniature style, with eyes rendered in profile and the panel encapsulated by egg moulding above and below, and bordered on each side by herringbone patterns. This exquisite artifact was uncovered at Fikellura grave 179, offering valuable insights into the artistic and cultural conventions of ancient Greece.",-420.0,-420.0,False,success,Fikellura grave 179,Greece,success
42,8833,575BC-550BC (circa),Excavated/Findspot: Naukratis,pottery,painted; incised,,siren (possibly); bird (possibly),,Attic; Archaic Greek,Greek,Greece,"This artifact is a handle plate from an Attic black-figured pottery column-krater, dating circa 575-550 BC, representative of the Archaic Greek period. The plate, made from pottery, exhibits a glazed streaky black underside and features a stepped zigzag pattern along its outer edges. The top of the handle plate showcases a black-figure decoration depicting a bird or possibly a siren facing left, though the head is missing, adorned with added red detailing on the chest, wing, and tail. The application of painting and incision techniques reflects the distinctive artistic practices of the time. This piece was excavated in Naukratis, an important cultural and trading center of ancient Greece, offering insights into the interplay of Greek art and commerce.",-575.0,-550.0,True,success,Naukratis,Egypt,success
43,8907,525BC-475BC,Excavated/Findspot: Naukratis,pottery,painted,"Inscription type: inscription Inscription position: lip Inscription language: Greek Inscription quoted: ]ος:[ Inscription note: Post-firing graffito. Punctuation not fully preserved, presumably three-dot.",classical deity,Named in inscription: Apollo (?),Attic; Archaic Greek,Greek,Greece,"This artifact is a concave lip and wall sherd from an Attic black-glazed pottery cup, classified as type C, dating from 525-475 BC, during the Archaic Greek period. The piece features a sharply offset lip both internally and externally, which is thickened at the rim and entirely covered in a glossy black glaze. An inscription, rendered in Greek as a post-firing graffito, is located on the lip, although it is partially preserved and believed to contain a three-dot punctuation. The inscription tentatively names the classical deity Apollo, suggesting the vessel's potential religious or cultural significance. This pottery fragment was excavated at Naukratis, providing valuable insight into the exchange and influence of Greek culture across regions.",-525.0,-475.0,True,success,Naukratis,Egypt,success
44,8931,550BC-530BC (circa),Excavated/Findspot: Naukratis (possibly),pottery,painted; incised,,bird (possibly); siren (possibly),,Attic; Archaic Greek,Greek,Greece,"This tondo and stem sherd originates from an Attic black-figured pottery vessel, likely a type A cup, crafted during the Archaic Greek period circa 550-530 BCE. The interior decoration features a black-figure depiction of a bird or siren facing right, with distinct characteristics such as the body, outspread wings, one leg, and added red on the wing bands. A series of faded white dots adorns the underbelly, suggesting intricate detailing. The vessel's exterior displays a red fillet joining the bowl and stem, while the stem itself is glazed both inside and out. The underside is reserved with a red band at the top of the stem, accentuating its form. Composed of pottery and showcasing the painted and incised technique characteristic of the Attic style, this fragment offers insight into the artistic traditions of the time. It was possibly excavated at the ancient site of Naukratis, underlining its historical significance within Greek material culture.",-550.0,-530.0,True,success,Naukratis,Egypt,success
45,8938,525BC-500BC (circa),Excavated/Findspot: Naukratis,pottery,painted; incised,,classical deity,,Attic; Archaic Greek,Greek,Greece,"This rim sherd of an Attic black-figured Type A cup, dating from around 525-500 BC, exemplifies the sophisticated artistry of Archaic Greek pottery. Crafted from pottery and employing both painted and incised techniques, this artifact features a striking black-figure exterior decoration, with a double ivy leaf frieze above a depiction of Dionysos, the classical deity. The rim's interior displays a reserved band, with the glaze fired to a reddish hue below. The representation of Dionysos shows his upper body cloaked, holding a horn, and likely extending a vine tendril. The field is further adorned with vine motifs, emphasizing the god's association with wine and revelry. This piece was excavated in Naukratis, a significant Greek trading post in Egypt, highlighting the cultural exchange between Greece and Egypt during this period.",-525.0,-500.0,True,success,Naukratis,Egypt,success
46,9178,500BC,Excavated/Findspot: Nola,pottery,painted; incised,,classical deity; mythical figure/creature; musician,Representation of: Apollo;  Representation of: Dionysos/Bacchus;  Representation of: Hermes/Mercury;  Representation of: Maenads,Attic; Archaic Greek,Greek,Greece,"This Archaic Greek hydria, dating to 500 BC, is a prime example of Attic pottery, characterized by its black-figure design set against a red panel backdrop, accentuated with purple and white accessories. The artwork features a striking depiction of divine and mythical figures: on the left, Dionysos is portrayed moving rightward, adorned with long hair, a beard, an ivy wreath, and wearing a long white chiton and himation. At the center, Apollo Citharoedos appears beardless with a laurel wreath, elegantly strumming a chelys using a plectrum, while drapery hangs from the instrument. Flanking Apollo are two suggested Maenads, clad in decorative chitons and himatia, indicative of their role as followers of Dionysos. Completing the scene on the right is Hermes, rendered with a backward glance, dressed in a short white chiton, chlamys, petasos, and endromides, and holding his iconic caduceus. The scene is intricately enhanced by a double honeysuckle motif above and bordered by a network pattern along the sides. This hydria was unearthed in Nola and exemplifies the artistry and mythological storytelling central to Greek ceramic work of the time.",-500.0,-500.0,False,success,Nola,Italy,success
47,9206,520BC (circa),Excavated/Findspot: Vulci,pottery,painted; incised,"Inscription type: inscription Inscription quoted: Λυσιππίδης καλός, Ρόδον καλέ",marriage/wedding; procession; warrior; horse/ass; charioteer/chariot; mythical figure/creature,Representation of: Achilles (?);  Representation of: Memnon (?);  Representation of: Antilochus (?),Attic; Archaic Greek,Greek,Greece,"This exquisite black-figured hydria, crafted around 520 BC during the Archaic Greek period, exemplifies Attic pottery through its intricate design and skilled craftsmanship. The vase is adorned with black designs set against a red panel, featuring accents in white and purple, and bordered by ivy motifs. On the shoulder of the hydria, a possible depiction of the mythological contest between Achilles and Memnon is presented, where the central figure, possibly Antilochus, lies flat and nude, while the armed warriors confront each other with spears and Boeotian shields, under the gaze of four spectating males holding wands. The main body showcases a marriage procession, highlighted by a quadriga carrying a male and female figure, both robed in opulent chiton and himation, accompanied by figures playing music and applauding. Inscribed with ""Λυσιππίδης καλός, Ρόδον καλέ,"" the piece also bears a frieze of animals below, featuring a siren flanked by a panther and a doe. This hydria was uncovered in Vulci, an Etruscan city known for its rich archaeological findings, enhancing our understanding of ancient Greek iconography and cultural interactions.",-520.0,-520.0,False,success,Vulci,Italy,success
48,9230,390BC (circa),Excavated/Findspot: Blacas Tomb,pottery,painted,Inscription type: inscription,satyr; classical mythology; charioteer/chariot; mythical figure/creature; classical deity,Representation of: Demeter/Ceres;  Representation of: Core (?);  Representation of: Aphrodite/Venus;  Representation of: Eros/Cupid,Attic,Greek,Greece,"This exquisite Attic red-figured hydria, dating to around 390 BC, exemplifies the ornate style of Greek pottery with its elaborate design painted on a black background. Adorned with white accessories, the vessel features intricate decorations such as egg-moulding around the lip and a maeander and chequer pattern below the primary scene. The central artwork depicts a dynamic tableau with a chariot drawn by two Erotes, ceremonially adorned and steering the vessel with Demeter and likely Core (Persephone) as passengers. These revered figures are portrayed with radiated fillets, ornate chitons, and intricate jewelry. Dancing Maenads, Satyrs, and seated figures populate the scene, each painstakingly detailed with beaded ornaments, necklaces, and embroidered garments. Iconographic elements include thyrsoi, tympana, and floral motifs, all indicating a celebration of the divine and mythical. The presence of notable deities such as Aphrodite and representations of Eros further infuse the piece with significant mythological narrative. This hydria was discovered in the Blacas Tomb, shedding light on burial practices and the cultural interplay between art and mythology in classical Greece.",-390.0,-390.0,False,success,Blacas Tomb,Italy,success
49,9232,490BC-460BC,Excavated/Findspot: Kalavarda,pottery,painted; incised,,classical deity; religious object,Representation of: Nike/Victoria/Victory,Attic,Greek,Greece,"This Attic black-figured hydria, crafted from pottery between 490 and 460 BCE, is a striking example of ancient Greek artistry. The design, rendered in black on a red panel, is bordered by intricate maeanders, palmettes, and dotted borders, with white accents adding depth to the composition. The scene depicts Nike, the personification of victory, elegantly flying to the right. She gazes back, her hair adorned with a white sphendone, while her outspread wings emerge from her breast. Nike's long chiton exhibits white markings, and she extends a white taenia with her hands, gracefully heading towards an altar topped by a blazing fire. A branch is delicately painted in the field, enhancing the visual narrative. This hydria, employing both painted and incised techniques, was discovered in Kalavarda, highlighting its cultural and religious significance as part of the rich tapestry of Greek civilization.",-490.0,-460.0,True,success,Kalavarda,Greece,success
50,9451,575BC-560BC (circa),Excavated/Findspot: Sanctuary of the Dioskouroi (Naukratis) (probably),pottery,painted; incised,Inscription type: inscription Inscription position: on wall Inscription language: Greek Inscription script: Greek Inscription quoted: Λυκοπις Inscription translation: Lykopis Inscription note: Pre-firing dipinto.,amazon,,Attic; Archaic Greek,Greek,Greece,"This Attic black-figured pottery lebes gamikos body sherd, dating from around 575-560 BC, is a fine representation of Archaic Greek artistry. The artifact, crafted from pottery and employing both painting and incising techniques, depicts a detailed scene on its exterior. It features part of a fallen Amazon to the right, the figure intricately detailed with a belted long chiton and a scabbard adorned with added red. The Amazon's face is outlined, with an eye showing a distinctive cornea meeting the upper eyelid. A Boeotian shield with a red border supports the figure, complemented by a spear positioned point downward, and an evocative touch of red depicting blood on the lower chiton part. The scene also includes the left leg and foot of another Amazon dashing to the right, and to the right side, a chain of vertical lotus and palmette with red highlights. A wide border of dots and alternating bands in red and black frames the scene intricately. The artifact bears a Greek inscription ""Λυκοπις"" (Lykopis) applied pre-firing on the wall. This pottery piece was excavated at the Sanctuary of the Dioskouroi in Naukratis, providing insight into its ceremonial use and the cultural exchanges within this Greek locale.",-575.0,-560.0,True,success,Sanctuary of the Dioskouroi,Iraq,success
51,9463,440BC (circa),Excavated/Findspot: Nola,pottery,painted,Inscription type: inscription,classical deity,Named in inscription & portrayed: Muses,Attic,Greek,Greece,"This exquisite Attic red-figured pottery lid from a lekanis, crafted circa 440 BC, exemplifies the finest style of Greek ceramic artistry. Adorned with a broad frieze encircling the central handle, it features intricate designs such as purple fillets, inscriptions, and wreaths. Surrounding the handle is an egg pattern, while the lips are decorated with alternating sets of maeanders and chequer squares. The artwork portrays seven Muses organized into three distinct groups: a seated Muse with broken away name, Polyhymnia, known by her inscribed name ΠΟΛΥ.ΝΙΑ, holding a likely scroll, and Cleio, ΚΛΕΩ, depicted with flutes; adjacent are Euterpe, inscribed ΕΥΤΕΡΠΕ, and Thaleia, ΘΑΛΕΙΑ, holding a wreath; lastly, Erato, inscribed as . . . ΤΩ, addressing Calliope with a square box. The Muses are elegantly depicted in long Ionic chitons with looped hair, except for Thaleia, who wears a Doric chiton with cropped hair. This lid was excavated from Nola, offering a glimpse into the rich decorative traditions of ancient Greece and the veneration of classical deities in the artistic milieu.",-440.0,-440.0,False,success,Nola,Italy,success
52,9481,370BC-350BC,Excavated/Findspot: Puglia,pottery,painted,,classical deity,Representation of: Eros/Cupid,Attic,Greek,Greece,"This exquisite Attic pottery piece, a red-figured lekanis with a lid, hails from the classical Greek period, specifically dated between 370-350 BCE. The lekanis is adorned with a striking design in red and white against a black ground, featuring egg-moulding on the cover and palmettes on the body, a testament to its intricate craftsmanship. The painted scene on the cover depicts a lively toilet scene centered around Eros, the classical deity of love, rendered with white flesh, red wings with black markings, and curly hair, holding an embroidered taenia. This vivid portrayal includes a seated female figure with an unguent-box and a cista, as well as another female figure running with a cista and taenia, both of whom are elegantly dressed in bordered garments. A youth, draped in fabric, sits with a calathos, while above him are intricate details including an embroidered taenia, tendrils, and an alabastron. This artefact, with its mythological associations and dynamic composition, was excavated in Puglia, offering a glimpse into the sophisticated artistry and cultural narratives of ancient Greece.",-370.0,-350.0,True,success,Puglia,Italy,success
53,9510,480BC-460BC,Excavated/Findspot: Athens,pottery,painted; incised,,satyr; mythical figure/creature; classical deity; equestrian,Representation of: Dionysos/Bacchus,Attic,Greek,Greece,"This Attic black-figure lekythos, dating from 480-460 BC, exemplifies the pottery techniques prominent in ancient Greece, specifically within the cultural context of Athens. The lekythos is crafted from pottery, employing both painting and incision techniques, and is adorned in a rather coarse style. The central design portrays the classical deity Dionysos, identifiable by his ivy-wreath, donned in a long white chiton with a purple border and a himation. He is depicted holding a keras and branches with fruit. Flanking Dionysos are two female figures, each elegantly poised on a mule, their hair encased under a fillet and cloaked in a himation. Completing the scene are two Satyrs, each grasping a taenia, with the one on the right glancing backwards, adding to the dynamic composition of the piece. This lekythos was excavated in Athens, shedding light on the religious and mythological narratives intrinsic to Greek society during this period.",-480.0,-460.0,True,success,Athens,Greece,success
54,9633,550BC-530BC (circa),Excavated/Findspot: Naukratis,pottery,painted; incised,,classical mythological figure/creature,,Attic; Archaic Greek,Greek,Greece,"This is a body sherd from an Attic black-figured pottery lip-cup, dating from circa 550-530 BC, representative of the Archaic Greek period. Crafted in Greece, the sherd is composed of pottery and exhibits both painted and incised techniques. Its interior design features a black zone bordered by alternating red and black tongue friezes, separated by sets of four black lines. Within the tondo, there is a black-figure decoration that appears to depict two male figures and an Amazon, all facing right, with the Amazon likely turning back. Of the male figures, one bent leg and one greaved leg are discernible, while for the Amazon, a white leg encased in a red greave is preserved. The exterior is predominantly black except for a portion of the reserved band at the outer break. This artifact, reflecting classical mythological themes, was excavated at Naukratis, an important ancient Greek trading post, providing a glimpse into the artistic and cultural exchanges of the time.",-550.0,-530.0,True,success,Naukratis,Egypt,success
55,9675,450BC-430BC,Excavated/Findspot: Nola,pottery,painted,,classical deity (?),Representation of: Zeus/Jupiter (?),Attic,Greek,Greece,"This Attic red-figured neck-amphora, produced between 450-430 BC, presents a serene depiction of possibly Zeus, seated regally to the right. The god is characterized by his beard, long hair adorned with a fillet, and an attire consisting of a long-sleeved chiton and himation. He holds a sceptre topped with a flower, and a tall stele on a plinth is situated behind him to the left. The reverse side features an ephebos, or young man, draped in a mantle and fillet, standing to the left while leaning on a crutch staff, his hair neatly looped over his ears. The vase is noted for its drawing of a good period, though executed somewhat carelessly, and uses purple for the fillet and a lighter brown for the hair and beard's ends. Decorative motifs include a meander beneath scene (a) and a row of ivy leaves beneath scene (b). This painted pottery, unearthed in Nola, richly embodies the classical artistic style and iconography of ancient Greece, shedding light on the era's cultural and religious conventions.",-450.0,-430.0,True,success,Nola,Italy,success
56,9682,470BC-450BC (circa),Excavated/Findspot: Nola (said to be from),pottery,painted,Inscription type: inscription,classical deity,Representation of: Herakles/Hercules;  Representation of: Apollo,Attic,Greek,Greece,"This exquisite Attic neck-amphora, dating approximately from 470-450 BCE, embodies the artistry of red-figure pottery through its detailed depictions encircling the vessel. Crafted from pottery and painted with a strong style, the amphora's most prominent imagery features the mythological contest between Heracles and Apollo for the sacred tripod. Heracles, depicted as beardless and nude, is in dynamic motion, carrying the tripod over his left shoulder while brandishing his club at Apollo who advances to reclaim it. Apollo is portrayed with long hair tied back, dressed in a short chiton with a mantle over his arms. The scene is further animated by the inscribed Greek words ΑΛΚΙΜΑXΩΣ KAΛΩΣ EΠIXAPΟΣ, celebrating the beauty of Alkimachos and Epicharos. On the reverse side, a stark contrast is presented with the figure of a bald, elderly man wrapped in a mantle, holding a staff and gazing backward. Notable features include the use of purple for headdresses and inscriptions, brown markings for Heracles' whiskers, and the transitional detailing of the eyes. The amphora, said to originate from Nola, is bordered by a continuous band of maeander beneath the illustrations, demonstrating the classical deity theme prevalent in Greek art.",-470.0,-450.0,True,success,Nola,Italy,success
57,9697,470BC-450BC,Excavated/Findspot: Vulci,pottery,painted,,classical deity,Representation of: Nike/Victoria/Victory,Attic,Greek,Greece,"This exquisite Attic red-figured neck-amphora, crafted between 470 and 450 BCE, exemplifies the classical artistry of ancient Greece, discovered in Vulci. Made from pottery and adorned using the painted technique, the amphora vividly depicts two scenes elegant in their simplicity. On one side (a), the goddess Nike, draped in a long-sleeved chiton, himation, and saccos, gracefully moves to the right, raising a fluted phiale in her right hand, while a woman in a mantle-tied long chiton accompanies her, holding an alabastron, her hair adorned with a double-wound fillet. The reverse side (b) reveals a narrative of two youths; as they walk to the right, each clad in a mantle and fillet, the latter raises a cotyle in his right hand. The piece is characteristic of the late strong style, noted for its increasingly indifferent execution. The amphora's decoration is framed by a strip of maeander below each scene, a tongue pattern above, and a net pattern adorning the sides, forming a cohesive and visually striking panel.",-470.0,-450.0,True,success,Vulci,Italy,success
